Username (White),Rating (White),Title (White),Username (Black),Rating (Black),Title (Black),Result,Accuracy,Moves Count,Date,Time Control,Tournament Game
Polish_fighter3000,(2801),GM,LyonBeast,(2761),GM,½½,95.4 95.4,27,"Sep 18, 2023",10|2,N
LyonBeast,(2759),GM,FairChess_on_YouTube,(2714),GM,½½,100 100,4,"Sep 18, 2023",10|2,Y
kleinebeer98,(2662),GM,LyonBeast,(2761),GM,01,85.4 92.6,38,"Sep 18, 2023",10|2,Y
LyonBeast,(2749),GM,LastGladiator1,(2644),GM,10,95.9 87.9,47,"Sep 18, 2023",10|2,Y
LyonBeast,(2737),GM,GeorgMeier,(2716),GM,01,81.3 89.8,39,"Sep 18, 2023",10|2,Y
Polish_fighter3000,(2807),GM,LyonBeast,(2755),GM,½½,91 91.2,68,"Sep 18, 2023",10|2,Y
LyonBeast,(2752),GM,Eltaj_Safarli,(2630),GM,10,92.8 86.2,65,"Sep 18, 2023",10|2,Y
dalmatinac101,(2673),GM,LyonBeast,(2739),GM,½½,95.1 95.4,48,"Sep 18, 2023",10|2,Y
LyonBeast,(2743),GM,KuzubovYuriy,(2592),GM,10,96.1 89.1,44,"Sep 18, 2023",10|2,Y
Frolyanov_D,(2527),GM,LyonBeast,(2731),GM,01,80.9 86.1,47,"Sep 18, 2023",10|2,Y
nihalsarin,(3169),GM,LyonBeast,(3136),GM,01,83.3 97.8,20,"Sep 15, 2023",1|1,N
LyonBeast,(3127),GM,nihalsarin,(3178),GM,01,81.3 85.4,52,"Sep 15, 2023",1|1,N
nihalsarin,(3171),GM,LyonBeast,(3134),GM,10,94.2 85.9,34,"Sep 15, 2023",1|1,N
LyonBeast,(3142),GM,nihalsarin,(3163),GM,½½,70.9 70.5,23,"Sep 15, 2023",1|1,N
nihalsarin,(3163),GM,LyonBeast,(3142),GM,01,83.1 86.5,46,"Sep 15, 2023",1|1,N
LyonBeast,(3133),GM,nihalsarin,(3172),GM,10,91.3 85.1,35,"Sep 15, 2023",1|1,N
nihalsarin,(3181),GM,LyonBeast,(3124),GM,10,86.8 82.5,64,"Sep 15, 2023",1|1,N
LyonBeast,(3131),GM,nihalsarin,(3174),GM,10,88.9 88.9,32,"Sep 15, 2023",1|1,N
nihalsarin,(3183),GM,LyonBeast,(3122),GM,10,92.9 85.3,36,"Sep 15, 2023",1|1,N
LyonBeast,(3129),GM,nihalsarin,(3176),GM,10,92.3 74.3,24,"Sep 15, 2023",1|1,N
nihalsarin,(3185),GM,LyonBeast,(3120),GM,10,88 86.6,30,"Sep 15, 2023",1|1,N
LyonBeast,(3127),GM,nihalsarin,(3178),GM,10,95.6 91.1,51,"Sep 15, 2023",1|1,N
nihalsarin,(3188),GM,LyonBeast,(3117),GM,01,81.5 87.5,30,"Sep 15, 2023",1|1,N
LyonBeast,(3179),GM,nihalsarin,(3099),GM,10,97.2 97.5,31,"Sep 15, 2023",3|1,N
nihalsarin,(3105),GM,LyonBeast,(3173),GM,01,87.4 93.1,45,"Sep 15, 2023",3|1,N
LyonBeast,(3166),GM,nihalsarin,(3112),GM,10,81.2 74.2,33,"Sep 15, 2023",3|1,N
nihalsarin,(3119),GM,LyonBeast,(3159),GM,10,90.2 83.8,32,"Sep 15, 2023",3|1,N
LyonBeast,(3168),GM,nihalsarin,(3110),GM,10,84.6 75.1,42,"Sep 15, 2023",3|1,N
nihalsarin,(3117),GM,LyonBeast,(3161),GM,10,83.1 72.7,29,"Sep 15, 2023",3|1,N
LyonBeast,(3170),GM,nihalsarin,(3108),GM,10,86.9 80.7,72,"Sep 15, 2023",3|1,N
nihalsarin,(3115),GM,LyonBeast,(3163),GM,10,87.7 87.4,48,"Sep 15, 2023",3|1,N
LyonBeast,(3173),GM,nihalsarin,(3105),GM,10,95.7 75.6,25,"Sep 15, 2023",3|1,N
nihalsarin,(3112),GM,LyonBeast,(3166),GM,01,87.5 90.8,59,"Sep 15, 2023",5|1,N
LyonBeast,(3159),GM,nihalsarin,(3119),GM,10,89.1 81.6,37,"Sep 15, 2023",5|1,N
nihalsarin,(3126),GM,LyonBeast,(3152),GM,10,96.1 87,29,"Sep 15, 2023",5|1,N
LyonBeast,(3161),GM,nihalsarin,(3117),GM,10,89.2 81.4,44,"Sep 15, 2023",5|1,N
nihalsarin,(3124),GM,LyonBeast,(3154),GM,01,85.2 94,45,"Sep 15, 2023",5|1,N
LyonBeast,(3146),GM,nihalsarin,(3132),GM,10,95.7 95.8,50,"Sep 15, 2023",5|1,N
nihalsarin,(3140),GM,LyonBeast,(3138),GM,10,95.6 90.5,41,"Sep 15, 2023",5|1,N
LyonBeast,(3146),GM,nihalsarin,(3132),GM,10,93.5 87.5,53,"Sep 15, 2023",5|1,N
nihalsarin,(3140),GM,LyonBeast,(3138),GM,10,89.8 81.5,51,"Sep 15, 2023",5|1,N
GukeshDommaraju,(3075),GM,LyonBeast,(3107),GM,10,86.6 79,40,"Sep 12, 2023",1|1,N
LyonBeast,(3116),GM,GukeshDommaraju,(3063),GM,½½,85.8 86,51,"Sep 12, 2023",1|1,N
GukeshDommaraju,(3061),GM,LyonBeast,(3117),GM,01,86.4 97.7,16,"Sep 12, 2023",1|1,N
LyonBeast,(3110),GM,GukeshDommaraju,(3070),GM,10,89.4 86.3,33,"Sep 12, 2023",1|1,N
GukeshDommaraju,(3080),GM,LyonBeast,(3103),GM,10,85.8 69.7,29,"Sep 12, 2023",1|1,N
LyonBeast,(3112),GM,GukeshDommaraju,(3067),GM,10,71.3 64.1,56,"Sep 12, 2023",1|1,N
GukeshDommaraju,(3078),GM,LyonBeast,(3105),GM,10,90.2 83.8,34,"Sep 12, 2023",1|1,N
LyonBeast,(3114),GM,GukeshDommaraju,(3064),GM,10,88.6 82.2,30,"Sep 12, 2023",1|1,N
GukeshDommaraju,(3075),GM,LyonBeast,(3107),GM,01,85.9 91.5,39,"Sep 12, 2023",1|1,N
LyonBeast,(3099),GM,GukeshDommaraju,(3088),GM,10,92.4 83.8,43,"Sep 12, 2023",1|1,N
GukeshDommaraju,(3102),GM,LyonBeast,(3091),GM,01,85.6 88.5,36,"Sep 12, 2023",1|1,N
LyonBeast,(3146),GM,GukeshDommaraju,(3023),GM,10,99.9 85.1,20,"Sep 12, 2023",3|1,N
GukeshDommaraju,(3029),GM,LyonBeast,(3140),GM,01,86.3 92.6,40,"Sep 12, 2023",3|1,N
LyonBeast,(3134),GM,GukeshDommaraju,(3035),GM,10,85.9 79.8,28,"Sep 12, 2023",3|1,N
GukeshDommaraju,(3041),GM,LyonBeast,(3128),GM,10,90.1 81.5,57,"Sep 12, 2023",3|1,N
LyonBeast,(3138),GM,GukeshDommaraju,(3030),GM,10,0 0,46,"Sep 12, 2023",3|1,N
GukeshDommaraju,(3036),GM,LyonBeast,(3132),GM,10,91.7 77,31,"Sep 12, 2023",3|1,N
LyonBeast,(3143),GM,GukeshDommaraju,(3024),GM,10,95.8 84.6,26,"Sep 12, 2023",3|1,N
GukeshDommaraju,(3030),GM,LyonBeast,(3137),GM,½½,83.5 82.3,51,"Sep 12, 2023",3|1,N
LyonBeast,(3139),GM,GukeshDommaraju,(3027),GM,01,86.7 90.7,55,"Sep 12, 2023",3|1,N
GukeshDommaraju,(3014),GM,LyonBeast,(3150),GM,01,84.7 92.3,37,"Sep 12, 2023",5|1,N
LyonBeast,(3145),GM,GukeshDommaraju,(3020),GM,10,94.6 84.1,23,"Sep 12, 2023",5|1,N
GukeshDommaraju,(3027),GM,LyonBeast,(3139),GM,10,81.5 68.1,28,"Sep 12, 2023",5|1,N
LyonBeast,(3150),GM,GukeshDommaraju,(3013),GM,10,82.7 90.3,46,"Sep 12, 2023",5|1,N
GukeshDommaraju,(3020),GM,LyonBeast,(3145),GM,½½,91.3 91.7,52,"Sep 12, 2023",5|1,N
LyonBeast,(3148),GM,GukeshDommaraju,(3016),GM,10,97.3 91.3,26,"Sep 12, 2023",5|1,N
GukeshDommaraju,(3023),GM,LyonBeast,(3143),GM,01,82.7 88,51,"Sep 12, 2023",5|1,N
LyonBeast,(3137),GM,GukeshDommaraju,(3031),GM,10,94.4 87.1,31,"Sep 12, 2023",5|1,N
GukeshDommaraju,(3040),GM,LyonBeast,(3131),GM,01,92.4 98.4,51,"Sep 12, 2023",5|1,N
LyonBeast,(3125),GM,GukeshDommaraju,(3049),GM,10,86.6 86.1,36,"Sep 12, 2023",5|1,N
LyonBeast,(3082),GM,wonderfultime,(3111),GM,01,84.8 89.2,52,"Sep 2, 2023",1 min,Y
LyonBeast,(3090),GM,only_strong_moves,(2490),NM,10,82.9 74.3,31,"Sep 2, 2023",1 min,Y
LyonBeast,(3089),GM,adotand,(2889),GM,10,82.8 77.6,73,"Sep 2, 2023",1 min,Y
Oleksandr_Bortnyk,(3161),GM,LyonBeast,(3085),GM,01,76.6 87.5,48,"Sep 2, 2023",1 min,Y
LyonBeast,(3075),GM,Msb2,(2981),GM,01,76.2 86.6,49,"Sep 2, 2023",1 min,Y
LyonBeast,(3086),GM,denizozen,(2963),IM,10,87.5 80.1,83,"Sep 2, 2023",1 min,Y
HansOnTwitch,(3045),GM,LyonBeast,(3080),GM,01,74.6 79.8,43,"Sep 2, 2023",1 min,Y
subham777,(2536),NM,LyonBeast,(3072),GM,01,79.3 89.2,62,"Sep 2, 2023",1 min,Y
OhanyanEminChess,(2967),IM,LyonBeast,(3071),GM,½½,83.1 80.6,61,"Sep 2, 2023",1 min,Y
ETTrainer,(2106),IM,LyonBeast,(3073),GM,01,Review,34,"Sep 2, 2023",1 min,Y
ToivoK3,(2911),FM,LyonBeast,(3073),GM,01,Review,30,"Sep 2, 2023",1 min,Y
penguingm1,(3127),GM,LyonBeast,(3068),GM,10,88.7 80.6,56,"Sep 2, 2023",1 min,Y
kleinebeer98,(2847),GM,LyonBeast,(3075),GM,01,Review,24,"Sep 2, 2023",1 min,Y
LyonBeast,(3071),GM,dropstoneDP,(3058),GM,01,Review,29,"Sep 2, 2023",1 min,Y
ajedrez1101,(2193),CM,LyonBeast,(3080),GM,01,62 74.3,27,"Sep 2, 2023",1 min,Y
KNVB,(2895),GM,LyonBeast,(3080),GM,½½,75.7 75.2,69,"Sep 2, 2023",1 min,Y
LyonBeast,(3084),GM,GianmarcoVaR,(2897),IM,10,83.6 76.8,30,"Sep 2, 2023",1 min,Y
LyonBeast,(3080),GM,penguingm1,(3113),GM,01,Review,68,"Sep 2, 2023",1 min,Y
LyonBeast,(3088),GM,ToivoK3,(2933),FM,10,83.5 79.4,66,"Sep 2, 2023",1 min,Y
legendisback1,(2835),IM,LyonBeast,(3083),GM,10,86.5 79.5,57,"Sep 2, 2023",1 min,Y
rezamahdavi2008,(2885),FM,LyonBeast,(3096),GM,10,Review,30,"Sep 2, 2023",1 min,Y
LyonBeast,(3109),GM,DanielNaroditsky,(3260),GM,10,86.1 82.1,88,"Sep 2, 2023",1 min,Y
LyonBeast,(3097),GM,OhanyanEminChess,(2954),IM,10,Review,25,"Sep 2, 2023",1 min,Y
LyonBeast,(3092),GM,Hikaru,(3331),GM,01,79.2 87.1,21,"Sep 2, 2023",1 min,Y
joppie2,(3074),GM,LyonBeast,(3095),GM,01,89.2 93.8,33,"Sep 2, 2023",1 min,Y
Msb2,(3049),GM,LyonBeast,(3087),GM,01,Review,44,"Sep 2, 2023",1 min,Y
LyonBeast,(3080),GM,HansOnTwitch,(3153),GM,01,87.2 90.3,59,"Sep 2, 2023",1 min,Y
NigelDwarf,(2564),NM,LyonBeast,(3087),GM,01,Review,22,"Sep 2, 2023",1 min,Y
LyonBeast,(3086),GM,DonkyDonkyDonkey,(2927),FM,01,Review,91,"Sep 2, 2023",1 min,Y
LyonBeast,(3098),GM,Kirill_Klukin,(2836),IM,10,Review,36,"Sep 2, 2023",1 min,Y
LyonBeast,(3095),GM,Alkhoori90,(2389),FM,10,Review,23,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3094),GM,LyonBeast,(3095),GM,01,Review,43,"Sep 2, 2023",1 min,Y
LyonBeast,(3087),GM,Chessmissile07,(2767),FM,10,Review,44,"Sep 2, 2023",1 min,Y
Kaua18,(2524),FM,LyonBeast,(3085),GM,01,Review,26,"Sep 2, 2023",1 min,Y
LyonBeast,(3084),GM,Oleksandr_Bortnyk,(3161),GM,01,80.6 85,51,"Sep 2, 2023",1 min,Y
wonderfultime,(3064),GM,LyonBeast,(3091),GM,01,Review,33,"Sep 2, 2023",1 min,Y
LyonBeast,(3083),GM,Zhigalko_Sergei,(3096),GM,10,Review,66,"Sep 2, 2023",1 min,Y
HansOnTwitch,(3092),GM,LyonBeast,(3074),GM,10,96.7 90.1,48,"Sep 2, 2023",1 min,Y
LyonBeast,(3083),GM,NikaVolkov,(2933),CM,10,Review,26,"Sep 2, 2023",1 min,Y
MMKZH22,(2287),FM,LyonBeast,(3078),GM,01,80.2 93.1,23,"Sep 2, 2023",1 min,Y
IM_Tissir,(1876),IM,LyonBeast,(3078),GM,01,73.6 76.9,45,"Sep 2, 2023",1 min,Y
LyonBeast,(3078),GM,midedu,(2026),FM,10,86.8 82.5,39,"Sep 2, 2023",1 min,Y
Zhigalko_Sergei,(3103),GM,LyonBeast,(3078),GM,10,Review,34,"Sep 2, 2023",1 min,Y
LyonBeast,(3118),GM,Zohid6,(2742),FM,½½,91.4 90.9,116,"Aug 22, 2023",3|1,Y
MusicCityMaster,(2374),FM,LyonBeast,(3124),GM,01,86.7 95.8,45,"Aug 22, 2023",3|1,Y
jinbojinbo,(2656),GM,LyonBeast,(3124),GM,½½,92.4 93,37,"Aug 22, 2023",3|1,Y
LyonBeast,(3131),GM,betta2004,(2524),FM,10,92.2 85.1,38,"Aug 22, 2023",3|1,Y
LyonBeast,(3131),GM,GHANDEEVAM2003,(3083),GM,01,83.2 88.8,56,"Aug 22, 2023",3|1,Y
MITerryble,(2968),IM,LyonBeast,(3141),GM,½½,86.4 87.3,58,"Aug 22, 2023",3|1,Y
LyonBeast,(3145),GM,VladimirKramnik,(2940),GM,10,98.4 91,37,"Aug 22, 2023",3|1,Y
RaunakSadhwani2005,(3042),GM,LyonBeast,(3141),GM,½½,98.3 98.5,21,"Aug 22, 2023",3|1,Y
LyonBeast,(3143),GM,GroovyKettle,(2975),GM,10,90.9 84.3,64,"Aug 22, 2023",3|1,Y
alexrustemov,(2871),GM,LyonBeast,(3138),GM,01,80.1 84,112,"Aug 22, 2023",3|1,Y
LyonBeast,(3135),GM,Fandorine,(2919),GM,½½,96.9 97.5,53,"Aug 22, 2023",3|1,Y
Iball95,(2798),FM,LyonBeast,(3140),GM,01,80.8 88.9,47,"Aug 22, 2023",3|1,Y
LyonBeast,(3138),GM,AmartuvshinGanzorig,(2623),IM,10,96.9 86.4,35,"Aug 22, 2023",3|1,Y
maxip32,(2514),IM,LyonBeast,(3137),GM,01,84 88.9,57,"Aug 22, 2023",3|1,Y
LyonBeast,(3086),GM,ajedrez1101,(2159),CM,10,87.3 81.3,32,"Aug 19, 2023",1 min,Y
LyonBeast,(3086),GM,Egor_Koshulyan,(2766),CM,10,90.3 76.4,25,"Aug 19, 2023",1 min,Y
LyonBeast,(3084),GM,TrimitziosP7,(2926),FM,10,89.5 87.3,68,"Aug 19, 2023",1 min,Y
StellarChessPro,(2556),NM,LyonBeast,(3079),GM,01,Review,39,"Aug 19, 2023",1 min,Y
nihalsarin,(3242),GM,LyonBeast,(3078),GM,10,90.5 88.2,61,"Aug 19, 2023",1 min,Y
LyonBeast,(3083),GM,Meri-Arabidze,(2544),WGM,10,84.7 81.4,55,"Aug 19, 2023",1 min,Y
LyonBeast,(3082),GM,Jospem,(3126),GM,01,67.7 74.3,36,"Aug 19, 2023",1 min,Y
Larina_Maria,(1968),WFM,LyonBeast,(3089),GM,01,77.8 88.7,25,"Aug 19, 2023",1 min,Y
midedu,(2045),FM,LyonBeast,(3089),GM,01,Review,24,"Aug 19, 2023",1 min,Y
LyonBeast,(3089),GM,whyme85,(2414),FM,10,Review,30,"Aug 19, 2023",1 min,Y
Jospem,(3125),GM,LyonBeast,(3089),GM,01,Review,34,"Aug 19, 2023",1 min,Y
LyonBeast,(3080),GM,GMKrikor,(2793),GM,10,86.6 77.8,33,"Aug 19, 2023",1 min,Y
ajedrez1101,(2147),CM,LyonBeast,(3077),GM,01,85 84.6,46,"Aug 19, 2023",1 min,Y
LyonBeast,(3077),GM,bere_acqua,(2708),FM,10,76.9 66.7,32,"Aug 19, 2023",1 min,Y
TigrVShlyape,(2790),GM,LyonBeast,(3075),GM,01,86.9 92.6,46,"Aug 19, 2023",1 min,Y
LyonBeast,(3072),GM,Msb2,(3077),GM,10,84.3 79.7,73,"Aug 19, 2023",1 min,Y
Kirill_Klukin,(2826),IM,LyonBeast,(3063),GM,01,79.2 84.3,32,"Aug 19, 2023",1 min,Y
RaunakSadhwani2005,(2986),GM,LyonBeast,(3060),GM,01,83 85.3,48,"Aug 19, 2023",1 min,Y
bere_acqua,(2727),FM,LyonBeast,(3053),GM,01,70.4 81.6,42,"Aug 19, 2023",1 min,Y
LyonBeast,(3051),GM,Larina_Maria,(1968),WFM,10,77.4 81.2,34,"Aug 19, 2023",1 min,Y
Kacparov,(2960),IM,LyonBeast,(3051),GM,01,Review,34,"Aug 19, 2023",1 min,Y
LyonBeast,(3045),GM,subham777,(2646),NM,10,Review,24,"Aug 19, 2023",1 min,Y
LyonBeast,(3044),GM,nihalsarin,(3229),GM,10,Review,63,"Aug 19, 2023",1 min,Y
LyonBeast,(3032),GM,midedu,(2067),FM,10,Review,40,"Aug 19, 2023",1 min,Y
LyonBeast,(3032),GM,malakismayil,(2590),WFM,10,Review,42,"Aug 19, 2023",1 min,Y
LyonBeast,(3031),GM,Misticpikachu,(2586),NM,10,Review,49,"Aug 19, 2023",1 min,Y
GMKrikor,(2809),GM,LyonBeast,(3030),GM,01,Review,74,"Aug 19, 2023",1 min,Y
KarateBaby,(2547),FM,LyonBeast,(3026),GM,01,Review,27,"Aug 19, 2023",1 min,Y
the_chess_child,(2724),IM,LyonBeast,(3025),GM,01,Review,47,"Aug 19, 2023",1 min,Y
LyonBeast,(3022),GM,MatthewG-p4p,(3003),IM,01,Review,35,"Aug 19, 2023",1 min,Y
pankajfm,(1965),FM,LyonBeast,(3031),GM,01,Review,20,"Aug 19, 2023",1 min,Y
Msb2,(3075),GM,LyonBeast,(3031),GM,10,92.3 79.4,22,"Aug 19, 2023",1 min,Y
mishanick,(2996),GM,LyonBeast,(3038),GM,01,Review,38,"Aug 19, 2023",1 min,Y
LyonBeast,(3031),GM,Kirill_Klukin,(2813),IM,10,Review,79,"Aug 19, 2023",1 min,Y
Oleksandr_Bortnyk,(3156),GM,LyonBeast,(3027),GM,10,Review,77,"Aug 19, 2023",1 min,Y
LyonBeast,(3032),GM,artooon,(2958),GM,10,Review,62,"Aug 19, 2023",1 min,Y
LyonBeast,(3025),GM,CrazyAdvenTures,(2922),FM,10,89.2 79.5,25,"Aug 19, 2023",1 min,Y
LyonBeast,(3019),GM,Kotofeyca,(2451),FM,10,73 59,37,"Aug 19, 2023",1 min,Y
LyonBeast,(3018),GM,Jospem,(3138),GM,01,Review,23,"Aug 19, 2023",1 min,Y
nihalsarin,(3210),GM,LyonBeast,(3024),GM,10,Review,37,"Aug 19, 2023",1 min,Y
LyonBeast,(3028),GM,Dhaydon19,(2709),FM,10,Review,68,"Aug 19, 2023",1 min,Y
Yoda1992,(2459),NM,LyonBeast,(3026),GM,10,91.6 81.4,26,"Aug 19, 2023",1 min,Y
Hikaru,(3336),GM,LyonBeast,(3041),GM,10,85.6 71.7,20,"Aug 19, 2023",1 min,Y
Zhigalko_Sergei,(2834),GM,Alphafischer2019,(2631),FM,10,90.6 82.2,57,"Sep 19, 2023",3|1,Y
Zhigalko_Sergei,(2830),GM,hellokostya,(2610),IM,10,88.3 73.9,36,"Sep 19, 2023",3|1,Y
ameetghasi100,(2712),IM,Zhigalko_Sergei,(2826),GM,10,Review,64,"Sep 19, 2023",3|1,Y
Zhigalko_Sergei,(2837),GM,Sina_Movahed,(2986),FM,01,81.1 96.5,30,"Sep 19, 2023",3|1,Y
kuli4ik,(2957),GM,Zhigalko_Sergei,(2842),GM,½½,Review,18,"Sep 19, 2023",3|1,Y
Zhigalko_Sergei,(2839),GM,simplerXiao,(2583),FM,10,Review,29,"Sep 19, 2023",3|1,Y
Tomytoteph,(2578),IM,Zhigalko_Sergei,(2836),GM,01,Review,56,"Sep 19, 2023",3|1,Y
Zhigalko_Sergei,(2833),GM,HamedWafa4,(2653),CM,½½,87.9 87.9,56,"Sep 19, 2023",3|1,Y
Zhigalko_Sergei,(2837),GM,ural58,(2558),IM,10,92.2 84.7,30,"Sep 19, 2023",3|1,Y
stolencandy13,(2557),NM,Zhigalko_Sergei,(2834),GM,½½,85.3 85.4,60,"Sep 19, 2023",3|1,Y
Zhigalko_Sergei,(2839),GM,Levanzovsky,(2469),FM,10,Review,36,"Sep 19, 2023",3|1,Y
Zhigalko_Sergei,(2837),GM,ActorXu,(2684),GM,10,94.5 87.6,34,"Sep 19, 2023",3|1,Y
Flawless_Fighter,(2700),IM,Zhigalko_Sergei,(2832),GM,½½,91.3 91.6,80,"Sep 19, 2023",3|1,Y
Zhigalko_Sergei,(2835),GM,blitzo_vich,(2624),CM,10,92.6 77.8,31,"Sep 19, 2023",3|1,Y
Sjakkerntobi,(2524),CM,Zhigalko_Sergei,(2831),GM,01,Review,27,"Sep 19, 2023",3|1,Y
Zhigalko_Sergei,(2829),GM,wqws,(2645),CM,01,78.1 80.2,34,"Sep 19, 2023",3|1,Y
Roman_Ovetchkin,(2698),GM,Zhigalko_Sergei,(2841),GM,10,76.6 78.4,72,"Sep 19, 2023",3|1,Y
Zhigalko_Sergei,(2853),GM,karinachess1,(2620),IM,10,81.8 76.6,34,"Sep 19, 2023",3|1,Y
Leebit02,(2548),FM,Zhigalko_Sergei,(2850),GM,01,Review,39,"Sep 19, 2023",3|1,Y
Zhigalko_Sergei,(2847),GM,Arhan_Anand,(2659),FM,01,78.8 87.1,61,"Sep 19, 2023",3|1,Y
Nf3c5,(2584),FM,Zhigalko_Sergei,(2859),GM,01,Review,42,"Sep 19, 2023",3|1,Y
Zhigalko_Sergei,(2856),GM,Smiechu,(2488),CM,10,Review,32,"Sep 19, 2023",3|1,Y
Zhigalko_Sergei,(3110),GM,Blackmind96,(2855),FM,10,65.1 68.1,65,"Sep 16, 2023",30 sec,N
Blackmind96,(2858),FM,Zhigalko_Sergei,(3107),GM,01,78.5 75.8,74,"Sep 16, 2023",30 sec,N
Zhigalko_Sergei,(3104),GM,Blackmind96,(2861),FM,10,Review,22,"Sep 16, 2023",30 sec,N
Blackmind96,(2864),FM,Zhigalko_Sergei,(3101),GM,01,Review,62,"Sep 16, 2023",30 sec,N
Zhigalko_Sergei,(3098),GM,anvikr,(2432),FM,10,80.8 89.1,38,"Sep 16, 2023",1 min,Y
Ramosha,(2798),FM,Zhigalko_Sergei,(3098),GM,01,Review,21,"Sep 16, 2023",1 min,Y
TatjanaVasilevich,(2537),IM,Zhigalko_Sergei,(3096),GM,01,Review,65,"Sep 16, 2023",1 min,Y
Sl4werThanYou,(2824),FM,Zhigalko_Sergei,(3095),GM,01,Review,30,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3092),GM,dropstoneDP,(3147),GM,10,94.5 87.8,83,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3082),GM,hongnhung1234,(2483),WCM,10,Review,44,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3081),GM,chess123456s,(2678),FM,10,Review,44,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3080),GM,gurelediz,(2998),IM,½½,Review,43,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3082),GM,Gogolev_Artemy,(2453),IM,10,Review,48,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3082),GM,leschebaza,(2408),FM,10,Review,23,"Sep 16, 2023",1 min,Y
OhanyanEminChess,(2980),IM,Zhigalko_Sergei,(3082),GM,01,Review,44,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3076),GM,Arysya,(3044),FM,10,Review,28,"Sep 16, 2023",1 min,Y
DanielNaroditsky,(3219),GM,Zhigalko_Sergei,(3068),GM,10,Review,28,"Sep 16, 2023",1 min,Y
Jospem,(3173),GM,Zhigalko_Sergei,(3073),GM,10,85.5 80.8,56,"Sep 16, 2023",1 min,Y
KarateBaby,(2624),FM,Zhigalko_Sergei,(3079),GM,01,Review,22,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3078),GM,manitodeplomo,(2659),IM,10,Review,15,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3077),GM,Alkhoori90,(2332),FM,10,Review,31,"Sep 16, 2023",1 min,Y
mitrabhaa,(2964),GM,Zhigalko_Sergei,(3077),GM,10,Review,48,"Sep 16, 2023",1 min,Y
dropstoneDP,(3143),GM,Zhigalko_Sergei,(3088),GM,10,96.9 89.9,28,"Sep 16, 2023",1 min,Y
Chess_Caio2007,(2536),NM,Zhigalko_Sergei,(3095),GM,01,Review,52,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3094),GM,monkins,(2128),FM,10,Review,22,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3094),GM,Egor_Koshulyan,(2822),CM,10,Review,28,"Sep 16, 2023",1 min,Y
midedu,(2076),FM,Zhigalko_Sergei,(3091),GM,01,Review,20,"Sep 16, 2023",1 min,Y
12teen,(2890),NM,Zhigalko_Sergei,(3091),GM,01,Review,46,"Sep 16, 2023",1 min,Y
IM_Tissir,(2379),IM,Zhigalko_Sergei,(3087),GM,10,Review,63,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3103),GM,DanielNaroditsky,(3217),GM,01,Review,35,"Sep 16, 2023",1 min,Y
Nozdrachev_Leonid,(2454),IM,Zhigalko_Sergei,(3109),GM,01,Review,38,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3109),GM,Jospem,(3126),GM,10,Review,17,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3100),GM,AndreiITrifan,(2652),FM,10,Review,24,"Sep 16, 2023",1 min,Y
chess123456s,(2631),FM,Zhigalko_Sergei,(3099),GM,01,Review,57,"Sep 16, 2023",1 min,Y
gurelediz,(2966),IM,Zhigalko_Sergei,(3098),GM,01,Review,43,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3093),GM,rquery98,(2738),IM,10,Review,37,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3091),GM,midedu,(2069),FM,10,Review,25,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3091),GM,starworld123,(2831),GM,10,Review,43,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3088),GM,karinachess1,(2626),IM,10,Review,46,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3087),GM,PacingRope,(2626),FM,10,Review,29,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3086),GM,latigre,(1570),CM,10,Review,19,"Sep 16, 2023",1 min,Y
DanielNaroditsky,(3191),GM,Zhigalko_Sergei,(3086),GM,10,Review,65,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3092),GM,Ramosha,(2837),FM,01,Review,40,"Sep 16, 2023",1 min,Y
Zhigalko_Sergei,(3105),GM,OhanyanEminChess,(2981),IM,10,Review,20,"Sep 16, 2023",1 min,Y
Jospem,(3147),GM,Zhigalko_Sergei,(3099),GM,01,Review,64,"Sep 16, 2023",1 min,Y
KNVB,(2855),GM,Zhigalko_Sergei,(3090),GM,01,Review,79,"Sep 16, 2023",1 min,Y
maciek_92,(2902),GM,Zhigalko_Sergei,(3087),GM,01,Review,30,"Sep 16, 2023",1 min,Y
