Username (White),Rating (White),Title (White),Username (Black),Rating (Black),Title (Black),Result,Accuracy,Moves Count,Date,Time Control,Tournament Game
LyonBeast,(3198),GM,Hikaru,(3230),GM,10,89.9 84.2,41,"Sep 20, 2023",5|1,N
Hikaru,(3239),GM,LyonBeast,(3189),GM,01,79.8 88.5,28,"Sep 20, 2023",5|1,N
Sina_Movahed,(3004),FM,Hikaru,(3249),GM,½½,81.9 82.4,29,"Sep 19, 2023",3|1,Y
Hikaru,(3254),GM,Msb2,(3097),GM,10,82.9 75.2,61,"Sep 19, 2023",3|1,Y
VitaliyBernadskiy,(2873),GM,Hikaru,(3249),GM,01,80.6 86.9,42,"Sep 19, 2023",3|1,Y
nihalsarin,(3127),GM,Hikaru,(3247),GM,10,86 84.3,56,"Sep 19, 2023",3|1,Y
Hikaru,(3258),GM,FairChess_on_YouTube,(3080),GM,10,89.9 85.1,57,"Sep 19, 2023",3|1,Y
Hikaru,(3254),GM,GMBenjaminBok,(2960),GM,10,90.8 79.3,43,"Sep 19, 2023",3|1,Y
Angry_Twin,(2950),GM,Hikaru,(3251),GM,01,86.3 92.4,69,"Sep 19, 2023",3|1,Y
Hikaru,(3249),GM,Vaathi_Coming,(2873),GM,10,89.6 84.7,35,"Sep 19, 2023",3|1,Y
hurricane7791,(2716),IM,Hikaru,(3247),GM,01,79.6 88.5,27,"Sep 19, 2023",3|1,Y
Hikaru,(3246),GM,DucksParadise,(2644),FM,10,88.6 83.5,33,"Sep 19, 2023",3|1,Y
AleksanderHnydiuk,(2508),IM,Hikaru,(3246),GM,01,81.6 85.7,52,"Sep 19, 2023",3|1,Y
WK_WillianHille,(3101),NM,Hikaru,(3350),GM,01,81.3 88.2,37,"Sep 19, 2023",30 sec,N
Hikaru,(3347),GM,WK_WillianHille,(3107),NM,10,88.7 77.7,32,"Sep 19, 2023",30 sec,N
WK_WillianHille,(3113),NM,Hikaru,(3344),GM,½½,74.4 78.9,64,"Sep 19, 2023",30 sec,N
Hikaru,(3349),GM,WK_WillianHille,(3104),NM,10,92 81,27,"Sep 19, 2023",30 sec,N
WK_WillianHille,(3110),NM,Hikaru,(3346),GM,01,72.7 81.7,61,"Sep 19, 2023",30 sec,N
Hikaru,(3342),GM,WK_WillianHille,(3117),NM,10,88.9 75.8,28,"Sep 19, 2023",30 sec,N
WK_WillianHille,(3124),NM,Hikaru,(3338),GM,½½,80.1 73.2,71,"Sep 19, 2023",30 sec,N
Hikaru,(3343),GM,WK_WillianHille,(3114),NM,10,85.4 72.8,42,"Sep 19, 2023",30 sec,N
WK_WillianHille,(3122),NM,Hikaru,(3339),GM,01,83.9 89.8,47,"Sep 19, 2023",30 sec,N
Hikaru,(3335),GM,WK_WillianHille,(3130),NM,10,76.4 60.9,32,"Sep 19, 2023",30 sec,N
Hikaru,(3246),GM,PacingRope,(2898),FM,10,78.8 77.8,100,"Sep 19, 2023",3 min,N
PacingRope,(2900),FM,Hikaru,(3244),GM,01,81.4 86.8,59,"Sep 19, 2023",3 min,N
Hikaru,(3242),GM,PacingRope,(2902),FM,10,96 82.7,20,"Sep 19, 2023",3 min,N
PacingRope,(2904),FM,Hikaru,(3240),GM,01,82.5 88.6,47,"Sep 19, 2023",3 min,N
Hikaru,(3238),GM,PacingRope,(2906),FM,10,85.7 79.7,45,"Sep 19, 2023",3 min,N
PacingRope,(2908),FM,Hikaru,(3236),GM,01,84.1 92.3,44,"Sep 19, 2023",3 min,N
Hikaru,(3234),GM,PacingRope,(2910),FM,10,89.5 82.8,53,"Sep 19, 2023",3 min,N
PacingRope,(2912),FM,Hikaru,(3232),GM,10,90.9 81.8,57,"Sep 19, 2023",3 min,N
Hikaru,(3246),GM,PacingRope,(2898),FM,10,96.3 85.5,19,"Sep 19, 2023",3 min,N
mishanick,(3118),GM,Hikaru,(3244),GM,½½,94 94,102,"Sep 19, 2023",3|1,Y
Hikaru,(3247),GM,Jospem,(3064),GM,10,92.5 86.7,83,"Sep 19, 2023",3|1,Y
MikaelyanArman,(2877),GM,Hikaru,(3243),GM,01,84.2 91.5,40,"Sep 19, 2023",3|1,Y
Mikhail_Bryakin,(2847),GM,Hikaru,(3241),GM,01,89.6 91.3,107,"Sep 19, 2023",3|1,Y
Hikaru,(3239),GM,tetrix83,(2603),GM,10,92 86.6,47,"Sep 19, 2023",3|1,Y
Leo_C,(2638),FM,Hikaru,(3239),GM,01,81.5 88.9,22,"Sep 19, 2023",3|1,Y
Hikaru,(3238),GM,Cayse,(2859),GM,01,91.4 96.9,51,"Sep 19, 2023",3|1,Y
Hikaru,(3253),GM,GothamChess,(2762),IM,10,95.6 84.4,22,"Sep 19, 2023",3|1,Y
Fh2411,(2612),IM,Hikaru,(3252),GM,01,78.6 85.8,40,"Sep 19, 2023",3|1,Y
Hikaru,(3252),GM,ahkashefi2800,(2635),FM,½½,80.6 83.3,124,"Sep 19, 2023",3|1,Y
tteshan,(2519),FM,Hikaru,(3260),GM,01,80.4 89.5,34,"Sep 19, 2023",3|1,Y
FairChess_on_YouTube,(2717),GM,Hikaru,(2796),GM,½½,94.1 91.8,64,"Sep 18, 2023",10 min,N
Hikaru,(2796),GM,FairChess_on_YouTube,(2717),GM,10,89 80.6,50,"Sep 18, 2023",10|2,N
FairChess_on_YouTube,(2724),GM,Hikaru,(2785),GM,10,93.9 87.7,54,"Sep 18, 2023",10|2,N
FabianoCaruana,(2828),GM,Hikaru,(2802),GM,½½,100 100,7,"Sep 18, 2023",10|2,Y
Hikaru,(2801),GM,FairChess_on_YouTube,(2713),GM,½½,100 100,4,"Sep 18, 2023",10|2,Y
GHANDEEVAM2003,(2676),GM,Hikaru,(2805),GM,01,86.6 88.8,56,"Sep 18, 2023",10|2,Y
Andreikka,(2732),GM,Hikaru,(2795),GM,½½,86.2 85.8,39,"Sep 18, 2023",10|2,Y
Hikaru,(2798),GM,Sargsyan_Shant,(2652),GM,10,95.2 85.5,37,"Sep 18, 2023",10|2,Y
Sychev_Klementy,(2616),GM,Hikaru,(2787),GM,01,83.9 89,35,"Sep 18, 2023",10|2,Y
Hikaru,(2777),GM,GeorgMeier,(2700),GM,01,86.5 89,81,"Sep 18, 2023",10|2,Y
Fandorine,(2612),GM,Hikaru,(2800),GM,01,86.7 89.1,67,"Sep 18, 2023",10|2,Y
Hikaru,(2790),GM,Vladimir_Zakhartsov,(2554),GM,10,98.2 88.9,37,"Sep 18, 2023",10|2,Y
Hikaru,(3260),GM,NikoTheodorou,(3024),GM,10,89.5 86.5,55,"Sep 16, 2023",3 min,N
NikoTheodorou,(3027),GM,Hikaru,(3257),GM,01,84.2 93.5,37,"Sep 16, 2023",3 min,N
Hikaru,(3254),GM,NikoTheodorou,(3030),GM,10,89.9 86.9,54,"Sep 16, 2023",3 min,N
NikoTheodorou,(3034),GM,Hikaru,(3250),GM,01,92.6 95.5,83,"Sep 16, 2023",3 min,N
Hikaru,(3246),GM,NikoTheodorou,(3038),GM,½½,78.4 78,62,"Sep 16, 2023",3 min,N
dropstoneDP,(3042),GM,Hikaru,(3250),GM,01,81.3 92.1,30,"Sep 16, 2023",3 min,N
Hikaru,(3246),GM,dropstoneDP,(3046),GM,10,87.2 82.9,71,"Sep 16, 2023",3 min,N
dropstoneDP,(3050),GM,Hikaru,(3242),GM,01,84.7 94.3,32,"Sep 16, 2023",3 min,N
Hikaru,(3238),GM,dropstoneDP,(3054),GM,10,78.4 80.1,55,"Sep 16, 2023",3 min,N
dropstoneDP,(3058),GM,Hikaru,(3234),GM,10,93.1 84,54,"Sep 16, 2023",3 min,N
Hikaru,(3246),GM,dropstoneDP,(3046),GM,10,95.9 89.1,24,"Sep 16, 2023",3 min,N
dropstoneDP,(3050),GM,Hikaru,(3242),GM,01,84.3 87.4,66,"Sep 16, 2023",3 min,N
Hikaru,(3238),GM,dropstoneDP,(3054),GM,01,73.1 80.7,33,"Sep 16, 2023",3 min,N
dropstoneDP,(3042),GM,Hikaru,(3250),GM,10,86.9 83.4,88,"Sep 16, 2023",3 min,N
Hikaru,(3263),GM,dropstoneDP,(3029),GM,10,98.2 96,78,"Sep 16, 2023",3 min,N
dropstoneDP,(3032),GM,Hikaru,(3260),GM,01,82.7 96.9,31,"Sep 16, 2023",3 min,N
Hikaru,(3256),GM,dropstoneDP,(3036),GM,10,95.6 88.6,50,"Sep 16, 2023",3 min,N
Hikaru,(3331),GM,Nasrin_Babayeva,(1770),WFM,10,89.3 77,11,"Sep 16, 2023",1 min,Y
KorolDimitriy75,(2399),NM,Hikaru,(3331),GM,01,75.3 81.2,40,"Sep 16, 2023",1 min,Y
Hikaru,(3331),GM,Nozdrachev_Leonid,(2469),IM,10,91.1 82.9,42,"Sep 16, 2023",1 min,Y
Parhamov,(3020),GM,Hikaru,(3331),GM,01,78.5 85.7,34,"Sep 16, 2023",1 min,Y
Hikaru,(3329),GM,Gogolev_Artemy,(2453),IM,10,100 0,1,"Sep 16, 2023",1 min,Y
Sl4werThanYou,(2832),FM,Hikaru,(3329),GM,½½,81.9 86.6,91,"Sep 16, 2023",1 min,Y
Hikaru,(3336),GM,Sankalp_Gupta2003,(2849),GM,10,76 71.8,47,"Sep 16, 2023",1 min,Y
Hikaru,(3335),GM,Parhamov,(3011),GM,10,79.3 70.3,55,"Sep 16, 2023",1 min,Y
Jospem,(3167),GM,Hikaru,(3333),GM,½½,89.4 91.3,69,"Sep 16, 2023",1 min,Y
Nicolas_DeLaColina,(2643),NM,Hikaru,(3337),GM,01,80.6 88.4,21,"Sep 16, 2023",1 min,Y
Hikaru,(3337),GM,OhanyanEminChess,(3004),IM,10,91.2 77.2,20,"Sep 16, 2023",1 min,Y
TheBigBoss04,(2885),GM,Hikaru,(3335),GM,01,74.8 84.7,52,"Sep 16, 2023",1 min,Y
HanSchut,(2213),NM,Hikaru,(3334),GM,01,75.1 93,22,"Sep 16, 2023",1 min,Y
Hikaru,(3334),GM,Trovita84,(2325),WFM,10,91.3 81.3,23,"Sep 16, 2023",1 min,Y
Hikaru,(3334),GM,stollenmonster,(2745),CM,10,96.6 83,25,"Sep 16, 2023",1 min,Y
Hikaru,(3333),GM,leschebaza,(2420),FM,10,84.5 71.4,41,"Sep 16, 2023",1 min,Y
Verony64,(2215),WGM,Hikaru,(3333),GM,01,69.6 83.2,14,"Sep 16, 2023",1 min,Y
nihalsarin,(3172),GM,Hikaru,(3333),GM,01,81.1 85.4,67,"Sep 16, 2023",1 min,Y
Hikaru,(3328),GM,lamomiajunior,(2805),IM,10,84.3 82.7,19,"Sep 16, 2023",1 min,Y
karinachess1,(2590),IM,Hikaru,(3327),GM,01,72.4 89.4,26,"Sep 16, 2023",1 min,Y
OhanyanEminChess,(2990),IM,Hikaru,(3327),GM,01,72.2 77.9,63,"Sep 16, 2023",1 min,Y
Jojo_898,(2268),WFM,Hikaru,(3325),GM,01,84.5 84,26,"Sep 16, 2023",1 min,Y
Hikaru,(3325),GM,OhanyanEminChess,(2997),IM,10,98.5 95.6,23,"Sep 16, 2023",1 min,Y
DanielNaroditsky,(3211),GM,Hikaru,(3323),GM,½½,93.3 92.8,54,"Sep 16, 2023",1 min,Y
Hikaru,(3326),GM,vugarrasulov,(2928),GM,10,89.8 78.4,22,"Sep 16, 2023",1 min,Y
Hikaru,(3324),GM,Nicolas_DeLaColina,(2637),NM,10,94.9 78,23,"Sep 16, 2023",1 min,Y
Hikaru,(3324),GM,Sl4werThanYou,(2854),FM,10,79.7 73.7,36,"Sep 16, 2023",1 min,Y
Hikaru,(3323),GM,artooon,(2940),GM,10,82.9 60.9,23,"Sep 16, 2023",1 min,Y
Hikaru,(3321),GM,penguingm1,(3089),GM,10,83.5 81,60,"Sep 16, 2023",1 min,Y
Hikaru,(3318),GM,malakismayil,(2527),WFM,10,89 66.9,20,"Sep 16, 2023",1 min,Y
artooon,(2973),GM,Hikaru,(3318),GM,01,61.6 69,41,"Sep 16, 2023",1 min,Y
anvikr,(2381),FM,Hikaru,(3316),GM,01,81 82.5,38,"Sep 16, 2023",1 min,Y
Hikaru,(3316),GM,CuteSheepCloud,(2769),NM,10,82.9 69.5,20,"Sep 16, 2023",1 min,Y
Hikaru,(3315),GM,Ramosha,(2832),FM,10,93.8 75.8,21,"Sep 16, 2023",1 min,Y
LiamPutnam2008,(2946),FM,Hikaru,(3314),GM,01,70 89.3,18,"Sep 16, 2023",1 min,Y
adotand,(2890),GM,Hikaru,(3312),GM,01,79.8 85.3,46,"Sep 16, 2023",1 min,Y
LionTheLeon_06,(2829),GM,Hikaru,(3311),GM,01,82.6 88.3,43,"Sep 16, 2023",1 min,Y
Hikaru,(3310),GM,TanitoluwaAps116,(2713),FM,10,77.6 69.6,39,"Sep 16, 2023",1 min,Y
Hikaru,(3309),GM,nihalsarin,(3140),GM,10,90.9 83.5,30,"Sep 16, 2023",1 min,Y
latigre,(1570),CM,Hikaru,(3304),GM,01,69.7 82,22,"Sep 16, 2023",1 min,Y
Hikaru,(3304),GM,Msb2,(3090),GM,10,93.5 84.9,51,"Sep 16, 2023",1 min,Y
Hikaru,(3300),GM,HanSchut,(2211),NM,10,95.8 79,20,"Sep 16, 2023",1 min,Y
Hikaru,(3300),GM,adotand,(2879),GM,½½,87.4 86.7,71,"Sep 16, 2023",1 min,Y
HATilay,(2659),FM,Hikaru,(3307),GM,01,76.7 93.5,21,"Sep 16, 2023",1 min,Y
Hikaru,(3307),GM,arminmusovic,(2712),FM,10,87.6 74.5,27,"Sep 16, 2023",1 min,Y
Hikaru,(3306),GM,Sacbutt,(2373),NM,10,84.4 65.3,24,"Sep 16, 2023",1 min,Y
Msb2,(3084),GM,Hikaru,(3306),GM,10,78.8 68.6,44,"Sep 16, 2023",1 min,Y
nihalsarin,(3166),GM,Hikaru,(3319),GM,01,80.9 86.5,40,"Sep 16, 2023",1 min,Y
Sl4werThanYou,(2888),FM,Hikaru,(3314),GM,01,71.7 78.2,53,"Sep 16, 2023",1 min,Y
Hikaru,(3313),GM,ArtemDyachuk,(2692),FM,10,88.9 80.8,41,"Sep 16, 2023",1 min,Y
Hikaru,(3313),GM,Piggu,(2786),NM,10,93.9 81.1,26,"Sep 16, 2023",1 min,Y
Nasrin_Babayeva,(1648),WFM,Hikaru,(3312),GM,01,79.9 92.8,41,"Sep 16, 2023",1 min,Y
Hikaru,(3312),GM,Haykoooo0o,(2556),FM,10,88 88,69,"Sep 16, 2023",1 min,Y
TatjanaVasilevich,(2493),IM,Hikaru,(3312),GM,01,77.4 85,45,"Sep 16, 2023",1 min,Y
VD_coach,(2532),FM,Hikaru,(3312),GM,01,75.4 86.9,22,"Sep 16, 2023",1 min,Y
Hikaru,(3312),GM,Durarbayli,(2920),GM,10,91.9 75.2,31,"Sep 16, 2023",1 min,Y
GMaka,(2429),IM,Hikaru,(3310),GM,01,71.6 67.4,69,"Sep 16, 2023",1 min,Y
Nicolas_DeLaColina,(2635),NM,Hikaru,(3310),GM,01,60.1 68.5,32,"Sep 16, 2023",1 min,Y
vugarrasulov,(2973),GM,Hikaru,(3310),GM,01,82.2 84.7,54,"Sep 16, 2023",1 min,Y
Hikaru,(3308),GM,nihalsarin,(3190),GM,10,71.8 69.6,70,"Sep 16, 2023",1 min,Y
Hikaru,(3302),GM,Jospem,(3157),GM,10,85.7 77.2,39,"Sep 16, 2023",1 min,Y
Hikaru,(3297),GM,Sl4werThanYou,(2932),FM,10,96.3 61.5,14,"Sep 16, 2023",1 min,Y
Hikaru,(3295),GM,Msb2,(3012),GM,10,93.5 88.5,52,"Sep 16, 2023",1 min,Y
Hikaru,(3292),GM,DanielNaroditsky,(3188),GM,10,82.3 71.2,29,"Sep 16, 2023",1 min,Y
MagnusCarlsen,(3329),GM,Hikaru,(3286),GM,01,77.2 83.1,46,"Sep 16, 2023",1 min,Y
Hikaru,(3277),GM,GHANDEEVAM2003,(3085),GM,½½,90.3 90.2,85,"Sep 16, 2023",1 min,Y
ETTrainer,(2097),IM,Hikaru,(3281),GM,01,69.1 87.8,25,"Sep 16, 2023",1 min,Y
Hikaru,(3281),GM,Zhigalko_Sergei,(3094),GM,½½,84.1 79.3,85,"Sep 16, 2023",1 min,Y
nihalsarin,(3191),GM,Hikaru,(3285),GM,10,98 95.2,55,"Sep 16, 2023",1 min,Y
Hikaru,(3296),GM,artooon,(2994),GM,10,70.4 57.3,18,"Sep 16, 2023",1 min,Y
DanielNaroditsky,(3216),GM,Hikaru,(3294),GM,½½,89 88.3,25,"Sep 16, 2023",1 min,Y
CuteSheepCloud,(2765),NM,Hikaru,(3296),GM,01,85.6 90.3,87,"Sep 16, 2023",1 min,Y
Sacbutt,(2340),NM,Hikaru,(3295),GM,01,78.7 87,45,"Sep 16, 2023",1 min,Y
Hikaru,(3295),GM,VitaliyBernadskiy,(2675),GM,10,97.2 79.3,12,"Sep 16, 2023",1 min,Y
KNVB,(2931),GM,Hikaru,(3294),GM,01,82.2 83.9,35,"Sep 16, 2023",1 min,Y
Hikaru,(3292),GM,DanielNaroditsky,(3204),GM,10,90.5 77.7,26,"Sep 16, 2023",1 min,Y
Amirho3eyn2002,(2997),,Hikaru,(3239),GM,10,95.5 86.2,49,"Sep 16, 2023",3 min,N
Hikaru,(3252),GM,Amirho3eyn2002,(2961),,10,90.8 85.7,53,"Sep 16, 2023",3 min,N
Amirho3eyn2002,(2968),,Hikaru,(3249),GM,01,86.8 89.5,92,"Sep 16, 2023",3 min,N
Hikaru,(3246),GM,TsarevitchI,(3013),,01,74.7 78.6,102,"Sep 16, 2023",3 min,N
Hikaru,(3259),GM,amintabatabaei,(3031),GM,10,91.1 84.9,61,"Sep 16, 2023",3 min,N
amintabatabaei,(3035),GM,Hikaru,(3255),GM,01,85.7 92.1,45,"Sep 16, 2023",3 min,N
Hikaru,(3251),GM,amintabatabaei,(3039),GM,10,94.4 81.9,41,"Sep 16, 2023",3 min,N
amintabatabaei,(3043),GM,Hikaru,(3247),GM,01,92.5 95,60,"Sep 16, 2023",3 min,N
Hikaru,(3243),GM,amintabatabaei,(3047),GM,10,95.4 86.2,26,"Sep 16, 2023",3 min,N
amintabatabaei,(3051),GM,Hikaru,(3239),GM,01,82.4 90.9,23,"Sep 16, 2023",3 min,N
Hikaru,(3235),GM,amintabatabaei,(3055),GM,10,84.2 77.8,50,"Sep 16, 2023",3 min,N
amintabatabaei,(3059),GM,Hikaru,(3231),GM,01,86.8 92.6,71,"Sep 16, 2023",3 min,N
Hikaru,(3226),GM,amintabatabaei,(3064),GM,10,91.1 83.3,69,"Sep 16, 2023",3 min,N
amintabatabaei,(3069),GM,Hikaru,(3221),GM,01,84.5 93.2,33,"Sep 16, 2023",3 min,N
Hikaru,(3216),GM,Njal28,(3110),GM,10,93.4 83.5,18,"Sep 15, 2023",3 min,N
Njal28,(3116),GM,Hikaru,(3210),GM,01,88.5 88.9,21,"Sep 15, 2023",3 min,N
Hikaru,(3204),GM,Njal28,(3122),GM,01,76.2 93.5,30,"Sep 15, 2023",3 min,N
Njal28,(3112),GM,Hikaru,(3214),GM,01,90.1 95.6,47,"Sep 15, 2023",3 min,N
dontresign3k,(2888),,Hikaru,(3208),GM,01,91 94.3,56,"Sep 15, 2023",3 min,N
Hikaru,(3205),GM,dontresign3k,(2898),,10,93 79.2,21,"Sep 15, 2023",3 min,N
artooon,(3003),GM,Hikaru,(3202),GM,01,64 74.3,44,"Sep 15, 2023",3 min,N
Hikaru,(3198),GM,artooon,(3007),GM,10,96.4 85.8,24,"Sep 15, 2023",3 min,N
artooon,(3011),GM,Hikaru,(3194),GM,01,83.8 91.1,68,"Sep 15, 2023",3 min,N
Hikaru,(3190),GM,artooon,(3015),GM,10,82.5 71.7,48,"Sep 15, 2023",3 min,N
Hikaru,(3286),GM,FabianoCaruana,(3065),GM,01,78 91,43,"Sep 14, 2023",1|1,N
FabianoCaruana,(3052),GM,Hikaru,(3299),GM,01,82.9 89.3,44,"Sep 14, 2023",1|1,N
nihalsarin,(3161),GM,mishanick,(3083),GM,10,95.7 85.9,27,"Sep 21, 2023",3 min,N
Josh_2021,(3020),GM,nihalsarin,(3154),GM,01,81.9 88.2,51,"Sep 21, 2023",3 min,N
nihalsarin,(3149),GM,Josh_2021,(3025),GM,10,80.6 69.8,43,"Sep 21, 2023",3 min,N
Josh_2021,(3030),GM,nihalsarin,(3143),GM,01,81.3 88,36,"Sep 21, 2023",3 min,N
nihalsarin,(3137),GM,Josh_2021,(3036),GM,10,82.8 79,71,"Sep 21, 2023",3 min,N
nihalsarin,(3131),GM,FairChess_on_YouTube,(3089),GM,01,83.6 95.4,28,"Sep 19, 2023",3|1,Y
Firouzja2003,(3068),GM,nihalsarin,(3140),GM,01,89.4 95.9,40,"Sep 19, 2023",3|1,Y
nihalsarin,(3133),GM,dropstoneDP,(3051),GM,10,94.6 87,47,"Sep 19, 2023",3|1,Y
nihalsarin,(3127),GM,Hikaru,(3247),GM,10,86 84.3,56,"Sep 19, 2023",3|1,Y
Msb2,(3097),GM,nihalsarin,(3116),GM,01,76.2 83.4,102,"Sep 19, 2023",3|1,Y
nihalsarin,(3108),GM,Sina_Movahed,(2977),FM,10,87.6 79.9,74,"Sep 19, 2023",3|1,Y
nihalsarin,(3103),GM,Beca95,(2855),GM,10,86.7 82.6,54,"Sep 19, 2023",3|1,Y
CarlssonLudvig,(2716),IM,nihalsarin,(3100),GM,01,84.2 87.2,56,"Sep 19, 2023",3|1,Y
nihalsarin,(3098),GM,bazar-wokzal,(2644),IM,10,86.4 79.2,63,"Sep 19, 2023",3|1,Y
HamedWafa4,(2647),CM,nihalsarin,(3097),GM,½½,88.1 87.9,61,"Sep 19, 2023",3|1,Y
nihalsarin,(3104),GM,slorovel,(2506),FM,10,71.3 64.6,34,"Sep 19, 2023",3|1,Y
js20000,(2876),GM,nihalsarin,(3103),GM,01,80.5 86.2,66,"Sep 19, 2023",3 min,N
nihalsarin,(3099),GM,js20000,(2880),GM,01,87.4 93,39,"Sep 19, 2023",3 min,N
js20000,(2867),GM,nihalsarin,(3112),GM,01,76.6 87.4,50,"Sep 19, 2023",3 min,N
nihalsarin,(3109),GM,js20000,(2870),GM,10,94.7 84,29,"Sep 19, 2023",3 min,N
js20000,(2873),GM,nihalsarin,(3106),GM,01,78.5 84.5,52,"Sep 19, 2023",3 min,N
nihalsarin,(3103),GM,js20000,(2876),GM,10,83.3 74.1,32,"Sep 19, 2023",3 min,N
AnishGiri,(2705),GM,nihalsarin,(2734),GM,10,93.3 81.5,47,"Sep 18, 2023",10|2,Y
nihalsarin,(2749),GM,eljanov,(2677),GM,10,96.4 88.7,27,"Sep 18, 2023",10|2,Y
Eltaj_Safarli,(2658),GM,nihalsarin,(2738),GM,½½,89.1 89.6,56,"Sep 18, 2023",10|2,Y
nihalsarin,(2741),GM,VincentKeymer,(2700),GM,½½,96.8 96.7,38,"Sep 18, 2023",10|2,Y
nihalsarin,(2743),GM,PursuitOfHappyness2,(2638),GM,10,96 88.6,84,"Sep 18, 2023",10|2,Y
vugarrasulov,(2599),GM,nihalsarin,(2732),GM,01,89.5 91.6,54,"Sep 18, 2023",10|2,Y
nihalsarin,(2721),GM,spicycaterpillar,(2678),GM,01,81.9 93.9,40,"Sep 18, 2023",10|2,Y
Smirnov_Pavel,(2590),GM,nihalsarin,(2741),GM,01,77.8 82.8,59,"Sep 18, 2023",10|2,Y
nihalsarin,(2730),GM,SantoBlue,(2517),GM,10,89.4 84.2,36,"Sep 18, 2023",10|2,Y
nihalsarin,(3164),GM,Kacparov,(2972),IM,10,93.3 84.8,54,"Sep 16, 2023",1 min,Y
TrimitziosP7,(2963),FM,nihalsarin,(3160),GM,01,78.7 82,56,"Sep 16, 2023",1 min,Y
nihalsarin,(3156),GM,Parhamov,(3024),GM,01,74.3 83.8,32,"Sep 16, 2023",1 min,Y
nihalsarin,(3167),GM,OhanyanEminChess,(2995),IM,01,79.7 88.8,43,"Sep 16, 2023",1 min,Y
MagnusCarlsen,(3309),GM,nihalsarin,(3179),GM,10,94.8 89.2,44,"Sep 16, 2023",1 min,Y
DanielNaroditsky,(3229),GM,nihalsarin,(3184),GM,10,93.4 66.3,18,"Sep 16, 2023",1 min,Y
Kacparov,(2967),IM,nihalsarin,(3191),GM,01,86 91,42,"Sep 16, 2023",1 min,Y
nihalsarin,(3187),GM,starworld123,(2805),GM,10,96 83.8,27,"Sep 16, 2023",1 min,Y
anvikr,(2419),FM,nihalsarin,(3185),GM,01,Review,27,"Sep 16, 2023",1 min,Y
nihalsarin,(3185),GM,Durarbayli,(2932),GM,10,Review,74,"Sep 16, 2023",1 min,Y
VD_coach,(2534),FM,nihalsarin,(3182),GM,01,Review,23,"Sep 16, 2023",1 min,Y
nihalsarin,(3182),GM,Kacparov,(2958),IM,10,Review,58,"Sep 16, 2023",1 min,Y
nihalsarin,(3178),GM,dropstoneDP,(3145),GM,01,71.9 79.3,44,"Sep 16, 2023",1 min,Y
nihalsarin,(3187),GM,12teen,(2840),NM,10,Review,34,"Sep 16, 2023",1 min,Y
Verony64,(2208),WGM,nihalsarin,(3185),GM,01,Review,25,"Sep 16, 2023",1 min,Y
lamomiajunior,(2801),IM,nihalsarin,(3185),GM,01,Review,34,"Sep 16, 2023",1 min,Y
anasta10,(2552),FM,nihalsarin,(3183),GM,01,Review,21,"Sep 16, 2023",1 min,Y
nihalsarin,(3183),GM,Gravity_Chess,(2929),FM,10,Review,70,"Sep 16, 2023",1 min,Y
nihalsarin,(3180),GM,stollenmonster,(2738),CM,10,Review,37,"Sep 16, 2023",1 min,Y
HanSchut,(2213),NM,nihalsarin,(3179),GM,01,Review,40,"Sep 16, 2023",1 min,Y
GHANDEEVAM2003,(3107),GM,nihalsarin,(3179),GM,01,Review,33,"Sep 16, 2023",1 min,Y
nihalsarin,(3172),GM,Hikaru,(3333),GM,01,81.1 85.4,67,"Sep 16, 2023",1 min,Y
ETTrainer,(2044),IM,nihalsarin,(3177),GM,01,,0,"Sep 16, 2023",1 min,Y
nihalsarin,(3177),GM,LiamPutnam2008,(2955),FM,10,Review,45,"Sep 16, 2023",1 min,Y
nihalsarin,(3173),GM,Diaschess88,(2711),FM,10,Review,87,"Sep 16, 2023",1 min,Y
Msb2,(3084),GM,nihalsarin,(3172),GM,01,Review,19,"Sep 16, 2023",1 min,Y
malakismayil,(2515),WFM,nihalsarin,(3166),GM,01,81.7 88.1,35,"Sep 16, 2023",1 min,Y
Arystanner,(2792),IM,nihalsarin,(3166),GM,01,Review,37,"Sep 16, 2023",1 min,Y
nihalsarin,(3164),GM,Jojo_898,(2258),WFM,10,Review,34,"Sep 16, 2023",1 min,Y
nihalsarin,(3164),GM,Oleksandr_Bortnyk,(3159),GM,10,Review,40,"Sep 16, 2023",1 min,Y
OhanyanEminChess,(3004),IM,nihalsarin,(3156),GM,01,Review,47,"Sep 16, 2023",1 min,Y
nihalsarin,(3151),GM,pankajfm,(2002),FM,10,Review,26,"Sep 16, 2023",1 min,Y
nihalsarin,(3151),GM,ETTrainer,(2050),IM,10,Review,45,"Sep 16, 2023",1 min,Y
nihalsarin,(3151),GM,OhanyanEminChess,(3002),IM,10,Review,74,"Sep 16, 2023",1 min,Y
12teen,(2880),NM,nihalsarin,(3146),GM,01,61.1 74.1,33,"Sep 16, 2023",1 min,Y
Brave_spirit12,(2661),FM,nihalsarin,(3143),GM,01,Review,27,"Sep 16, 2023",1 min,Y
nihalsarin,(3142),GM,Egor_Koshulyan,(2837),CM,10,Review,50,"Sep 16, 2023",1 min,Y
Hikaru,(3309),GM,nihalsarin,(3140),GM,10,90.9 83.5,30,"Sep 16, 2023",1 min,Y
nihalsarin,(3145),GM,penguingm1,(3120),GM,01,Review,23,"Sep 16, 2023",1 min,Y
nihalsarin,(3154),GM,Brave_spirit12,(2717),FM,10,Review,25,"Sep 16, 2023",1 min,Y
