Username (White),Rating (White),Title (White),Username (Black),Rating (Black),Title (Black),Result,Moves Count,Date,Tournament Game,Rating Difference,Accuracy (White),Accuracy (Black),Accuracy Difference,Time,Interval,Total Time,Game Type
Kotofeyca,2459,FM,Sam_ChessMood,2849,GM,Black Win,44,"Jul 18, 2023",Y,-390,84.1,92.7,-8.600000000000009,3.0,1.0,3.7333333333333334,Blitz
Sam_ChessMood,2610,GM,Jospem,2694,GM,Black Win,44,"Jul 12, 2023",N,-84,83.1,93.7,-10.600000000000009,15.0,3.0,17.2,Rapid
Jospem,2686,GM,Sam_ChessMood,2620,GM,Draw,86,"Jul 12, 2023",N,66,88.8,88.6,0.20000000000000284,15.0,3.0,19.3,Rapid
0gZPanda,2969,IM,Sam_ChessMood,2847,GM,Draw,86,"Jul 11, 2023",Y,122,81.2,82.0,-0.7999999999999972,3.0,1.0,4.433333333333334,Blitz
Sam_ChessMood,2844,GM,FairChess_on_YouTube,2992,GM,White Win,22,"Jul 11, 2023",Y,-148,97.3,75.5,21.799999999999997,3.0,1.0,3.3666666666666667,Blitz
CarlosjPineror,2450,IM,Sam_ChessMood,2832,GM,Black Win,36,"Jul 11, 2023",Y,-382,,,,3.0,1.0,3.6,Blitz
Sam_ChessMood,2830,GM,karinachess1,2607,IM,White Win,31,"Jul 11, 2023",Y,223,,,,3.0,1.0,3.5166666666666666,Blitz
Gentlejimmy7,2538,FM,Sam_ChessMood,2826,GM,Black Win,38,"Jul 11, 2023",Y,-288,,,,3.0,1.0,3.6333333333333333,Blitz
Alphafischer2019,2587,FM,Sam_ChessMood,2823,GM,White Win,130,"Jul 11, 2023",Y,-236,,,,3.0,1.0,5.166666666666666,Blitz
Sam_ChessMood,2836,GM,amateurchess20,2592,FM,Draw,107,"Jul 11, 2023",Y,244,,,,3.0,1.0,4.783333333333333,Blitz
IamSchrodingersCat,2536,NM,Sam_ChessMood,2841,GM,Black Win,43,"Jul 11, 2023",Y,-305,,,,3.0,1.0,3.716666666666667,Blitz
Sam_ChessMood,2839,GM,whitemirrorninja,2512,FM,White Win,74,"Jul 11, 2023",Y,327,,,,3.0,1.0,4.233333333333333,Blitz
seramoral,2545,FM,Sam_ChessMood,2837,GM,White Win,38,"Jul 11, 2023",Y,-292,85.1,81.1,4.0,3.0,1.0,3.6333333333333333,Blitz
Sam_ChessMood,2851,GM,delqate,2463,FM,White Win,41,"Jul 11, 2023",Y,388,87.5,77.8,9.700000000000003,3.0,1.0,3.6833333333333336,Blitz
TigrVShlyape,2672,GM,Sam_ChessMood,2601,GM,White Win,39,"Jul 10, 2023",N,71,,,,15.0,3.0,16.95,Rapid
Sam_ChessMood,2613,GM,TigrVShlyape,2664,GM,Black Win,67,"Jul 10, 2023",N,-51,78.8,84.7,-5.900000000000006,15.0,3.0,18.35,Rapid
TigrVShlyape,2655,GM,Sam_ChessMood,2626,GM,Draw,45,"Jul 10, 2023",N,29,98.0,98.1,-0.09999999999999432,15.0,3.0,17.25,Rapid
Sam_ChessMood,2904,GM,Sl4werThanYou,2800,FM,White Win,20,"Jul 7, 2023",Y,104,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2898,GM,Patzel09,2703,IM,White Win,32,"Jul 7, 2023",Y,195,,,,1.0,0.0,1.0,Bullet
Aygehovit1992,2713,GM,Sam_ChessMood,2894,GM,Black Win,64,"Jul 7, 2023",Y,-181,,,,1.0,0.0,1.0,Bullet
BeanScreen,2747,NM,Sam_ChessMood,2890,GM,White Win,51,"Jul 7, 2023",Y,-143,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2902,GM,splendidkid,2681,FM,Black Win,68,"Jul 7, 2023",Y,221,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2915,GM,Jospem,3143,GM,Black Win,72,"Jul 7, 2023",Y,-228,,,,1.0,0.0,1.0,Bullet
stollenmonster,2817,NM,Sam_ChessMood,2919,GM,Black Win,47,"Jul 7, 2023",Y,-102,,,,1.0,0.0,1.0,Bullet
emiliochess,2416,NM,Sam_ChessMood,2913,GM,Black Win,44,"Jul 7, 2023",Y,-497,,,,1.0,0.0,1.0,Bullet
MagnusCarlsen,3332,GM,Sam_ChessMood,2912,GM,White Win,25,"Jul 7, 2023",Y,420,93.2,85.4,7.799999999999997,1.0,0.0,1.0,Bullet
Sam_ChessMood,2913,GM,penguingm1,3131,GM,White Win,48,"Jul 7, 2023",Y,-218,85.3,74.4,10.899999999999991,1.0,0.0,1.0,Bullet
adotand,2867,GM,Sam_ChessMood,2900,GM,White Win,79,"Jul 7, 2023",Y,-33,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2909,GM,0gZPanda,3039,IM,White Win,45,"Jul 7, 2023",Y,-130,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2898,GM,frederiksvane,2890,GM,White Win,38,"Jul 7, 2023",Y,8,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2890,GM,RojonR,2687,FM,Black Win,75,"Jul 7, 2023",Y,203,,,,1.0,0.0,1.0,Bullet
jlf287,2335,NM,Sam_ChessMood,2903,GM,Black Win,16,"Jul 7, 2023",Y,-568,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2902,GM,stollenmonster,2828,NM,Black Win,35,"Jul 7, 2023",Y,74,,,,1.0,0.0,1.0,Bullet
Defend1r,2521,FM,Sam_ChessMood,2912,GM,White Win,71,"Jul 7, 2023",Y,-391,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2934,GM,Baku_Boulevard,3058,GM,Draw,47,"Jul 7, 2023",Y,-124,,,,1.0,0.0,1.0,Bullet
Vladimir_Zakhartsov,3030,GM,Sam_ChessMood,2931,GM,Draw,69,"Jul 7, 2023",Y,99,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2929,GM,adotand,2879,GM,White Win,40,"Jul 7, 2023",Y,50,,,,1.0,0.0,1.0,Bullet
vinniethepooh,2808,GM,Sam_ChessMood,2922,GM,Black Win,23,"Jul 7, 2023",Y,-114,,,,1.0,0.0,1.0,Bullet
lamomiajunior,2709,IM,Sam_ChessMood,2916,GM,Black Win,30,"Jul 7, 2023",Y,-207,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2912,GM,GoltsevDmitry2000,2802,FM,Draw,61,"Jul 7, 2023",Y,110,,,,1.0,0.0,1.0,Bullet
rasmussvane,2959,GM,Sam_ChessMood,2915,GM,White Win,24,"Jul 7, 2023",Y,44,82.6,71.9,10.699999999999989,1.0,0.0,1.0,Bullet
Elsa167,2885,GM,Sam_ChessMood,2922,GM,White Win,37,"Jul 7, 2023",Y,-37,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2931,GM,arminmusovic,2620,FM,White Win,40,"Jul 7, 2023",Y,311,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2929,GM,MagnusCarlsen,3326,GM,Black Win,33,"Jul 7, 2023",Y,-397,78.3,85.4,-7.1000000000000085,1.0,0.0,1.0,Bullet
Sam_ChessMood,2931,GM,Njal28,3008,GM,White Win,38,"Jul 7, 2023",Y,-77,87.7,82.1,5.6000000000000085,1.0,0.0,1.0,Bullet
i_like_explosions,2355,NM,Sam_ChessMood,2921,GM,Black Win,26,"Jul 7, 2023",Y,-566,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2920,GM,Zhigalko_Sergei,3085,GM,Draw,40,"Jul 7, 2023",Y,-165,,,,1.0,0.0,1.0,Bullet
caropawn10,2683,FM,Sam_ChessMood,2916,GM,Draw,37,"Jul 7, 2023",Y,-233,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2921,GM,Fandorine,3029,GM,White Win,45,"Jul 7, 2023",Y,-108,,,,1.0,0.0,1.0,Bullet
NikaVolkov,2892,NM,Sam_ChessMood,2910,GM,Black Win,50,"Jul 7, 2023",Y,-18,,,,1.0,0.0,1.0,Bullet
swayamsm,2731,GM,Sam_ChessMood,2902,GM,Black Win,32,"Jul 7, 2023",Y,-171,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2897,GM,Airquake,2868,IM,White Win,28,"Jul 7, 2023",Y,29,,,,1.0,0.0,1.0,Bullet
denizozen,2910,IM,Sam_ChessMood,2889,GM,Black Win,69,"Jul 7, 2023",Y,21,,,,1.0,0.0,1.0,Bullet
1800_strength,2843,FM,Sam_ChessMood,2880,GM,Black Win,22,"Jul 7, 2023",Y,-37,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2873,GM,kuli4ik,2897,GM,Black Win,27,"Jul 7, 2023",Y,-24,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2881,GM,DenLaz,3117,GM,Black Win,27,"Jul 7, 2023",Y,-236,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2884,GM,lamomiajunior,2731,IM,Black Win,39,"Jul 7, 2023",Y,153,,,,1.0,0.0,1.0,Bullet
kleinebeer98,2843,GM,Sam_ChessMood,2896,GM,Black Win,37,"Jul 7, 2023",Y,-53,,,,1.0,0.0,1.0,Bullet
Durarbayli,2916,GM,Sam_ChessMood,2889,GM,Draw,32,"Jul 7, 2023",Y,27,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2888,GM,Artooooo,2713,FM,Black Win,30,"Jul 7, 2023",Y,175,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2900,GM,FairChess_on_YouTube,2938,GM,White Win,34,"Jul 7, 2023",Y,-38,,,,1.0,0.0,1.0,Bullet
Eltaj_Safarli,2987,GM,Sam_ChessMood,2891,GM,Draw,36,"Jul 7, 2023",Y,96,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2889,GM,Iball95,2768,FM,White Win,33,"Jul 7, 2023",Y,121,,,,1.0,0.0,1.0,Bullet
WanderingPuppet,2512,NM,Sam_ChessMood,2883,GM,Black Win,35,"Jul 7, 2023",Y,-371,72.6,80.7,-8.100000000000009,1.0,0.0,1.0,Bullet
penguingm1,3113,GM,Sam_ChessMood,2881,GM,White Win,37,"Jul 7, 2023",Y,232,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2884,GM,Chessmissile07,2794,FM,White Win,31,"Jul 7, 2023",Y,90,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2883,GM,kleinebeer98,2876,GM,White Win,34,"Jul 7, 2023",Y,7,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2875,GM,Krakozia,2877,GM,White Win,35,"Jul 7, 2023",Y,-2,88.2,82.3,5.900000000000006,1.0,0.0,1.0,Bullet
dedpihto_v_kozhanom_palto,2624,IM,Sam_ChessMood,2867,GM,Black Win,21,"Jul 7, 2023",Y,-243,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2864,GM,Stouuf,2686,FM,Black Win,73,"Jul 7, 2023",Y,178,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2876,GM,Jakuboss22005,2517,NM,Black Win,65,"Jul 7, 2023",Y,359,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2890,GM,DonkyDonkyDonkey,2878,FM,Black Win,25,"Jul 7, 2023",Y,12,,,,1.0,0.0,1.0,Bullet
Legendinunknown,2800,IM,Sam_ChessMood,2899,GM,Draw,55,"Jul 7, 2023",Y,-99,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2901,GM,dedpihto_v_kozhanom_palto,2617,IM,White Win,42,"Jul 7, 2023",Y,284,,,,1.0,0.0,1.0,Bullet
Zhigalko_Sergei,3063,GM,Sam_ChessMood,2898,GM,Black Win,62,"Jul 7, 2023",Y,165,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2886,GM,MatthewG-p4p,2969,IM,Black Win,52,"Jul 7, 2023",Y,-83,,,,1.0,0.0,1.0,Bullet
Krakozia,2895,GM,Sam_ChessMood,2892,GM,Black Win,64,"Jul 7, 2023",Y,3,,,,1.0,0.0,1.0,Bullet
CrushingKings,2724,FM,Sam_ChessMood,2884,GM,Black Win,40,"Jul 7, 2023",Y,-160,,,,1.0,0.0,1.0,Bullet
shimastream,2956,GM,Sam_ChessMood,2879,GM,Draw,75,"Jul 7, 2023",Y,77,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2877,GM,Hikaru,3231,GM,Black Win,18,"Jul 7, 2023",Y,-354,63.0,83.1,-20.099999999999994,1.0,0.0,1.0,Bullet
crescentmoon2411,2838,GM,Sam_ChessMood,2879,GM,Black Win,26,"Jul 7, 2023",Y,-41,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2872,GM,shimastream,2950,GM,White Win,33,"Jul 7, 2023",Y,-78,,,,1.0,0.0,1.0,Bullet
Wrecking_Ball_05,2520,NM,Sam_ChessMood,2862,GM,Black Win,22,"Jul 7, 2023",Y,-342,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2860,GM,Sanan_Sjugirov,2838,GM,White Win,52,"Jul 7, 2023",Y,22,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2852,GM,ckgchess,2933,GM,White Win,70,"Jul 6, 2023",Y,-81,83.7,79.6,4.1000000000000085,1.0,0.0,1.0,Bullet
Sam_ChessMood,2841,GM,Sankalp_Gupta2003,2900,GM,Black Win,54,"Jul 6, 2023",Y,-59,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2848,GM,doublesik,2647,NM,White Win,44,"Jul 6, 2023",Y,201,,,,1.0,0.0,1.0,Bullet
Romkachess,2644,NM,Sam_ChessMood,2844,GM,Black Win,29,"Jul 6, 2023",Y,-200,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2840,GM,FuenfgegenWilly,2438,NM,White Win,46,"Jul 6, 2023",Y,402,,,,1.0,0.0,1.0,Bullet
Byniolus,2813,GM,Sam_ChessMood,2838,GM,White Win,39,"Jul 6, 2023",Y,-25,91.7,79.3,12.400000000000006,1.0,0.0,1.0,Bullet
shimastream,2956,GM,Sam_ChessMood,2848,GM,White Win,45,"Jul 6, 2023",Y,108,,,,1.0,0.0,1.0,Bullet
Chessmissile07,2793,FM,Sam_ChessMood,2855,GM,White Win,28,"Jul 6, 2023",Y,-62,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2867,GM,rasmussvane,2952,GM,Black Win,26,"Jul 6, 2023",Y,-85,,,,1.0,0.0,1.0,Bullet
Stouuf,2711,FM,Sam_ChessMood,2875,GM,Black Win,50,"Jul 6, 2023",Y,-164,,,,1.0,0.0,1.0,Bullet
AnthonyWirig,2852,GM,Sam_ChessMood,2869,GM,Black Win,50,"Jul 6, 2023",Y,-17,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2859,GM,kpio91,2845,GM,Draw,55,"Jul 6, 2023",Y,14,,,,1.0,0.0,1.0,Bullet
PapiPapita,2470,NM,Sam_ChessMood,2859,GM,Black Win,72,"Jul 6, 2023",Y,-389,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2857,GM,NikaVolkov,2988,NM,Black Win,14,"Jul 6, 2023",Y,-131,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2864,GM,blank0923,2845,FM,Black Win,71,"Jul 6, 2023",Y,19,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2877,GM,artooon,3065,GM,Draw,66,"Jul 6, 2023",Y,-188,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2871,GM,eCztery,2590,NM,Black Win,31,"Jul 6, 2023",Y,281,,,,1.0,0.0,1.0,Bullet
artooon,3074,GM,Sam_ChessMood,2892,GM,White Win,20,"Jul 6, 2023",Y,182,,,,1.0,0.0,1.0,Bullet
stollenmonster,2812,NM,Sam_ChessMood,2899,GM,White Win,60,"Jul 6, 2023",Y,-87,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2916,GM,wudileige,3039,GM,Black Win,26,"Jul 6, 2023",Y,-123,,,,1.0,0.0,1.0,Bullet
mishanick,3007,GM,Sam_ChessMood,2925,GM,White Win,21,"Jul 6, 2023",Y,82,,,,1.0,0.0,1.0,Bullet
adotand,2878,GM,Sam_ChessMood,2936,GM,Black Win,30,"Jul 6, 2023",Y,-58,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2924,GM,Markov_Mikhail,2739,IM,White Win,35,"Jul 6, 2023",Y,185,,,,1.0,0.0,1.0,Bullet
rasmussvane,2979,GM,Sam_ChessMood,2916,GM,Black Win,45,"Jul 6, 2023",Y,63,,,,1.0,0.0,1.0,Bullet
shanemelaughcm,2371,NM,Sam_ChessMood,2897,GM,Black Win,26,"Jul 6, 2023",Y,-526,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2895,GM,OparinGrigoriy,2948,GM,Draw,44,"Jul 6, 2023",Y,-53,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2893,GM,Chessmissile07,2765,FM,White Win,72,"Jul 6, 2023",Y,128,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2882,GM,dropstoneDP,3114,GM,Draw,39,"Jul 6, 2023",Y,-232,,,,1.0,0.0,1.0,Bullet
tylityli,2200,NM,Sam_ChessMood,2872,GM,Black Win,45,"Jul 6, 2023",Y,-672,,,,1.0,0.0,1.0,Bullet
GMFYHR1,2515,FM,Sam_ChessMood,2871,GM,Black Win,56,"Jul 6, 2023",Y,-356,,,,1.0,0.0,1.0,Bullet
DenLaz,3083,GM,Sam_ChessMood,2867,GM,White Win,37,"Jul 6, 2023",Y,216,,,,1.0,0.0,1.0,Bullet
Sam_ChessMood,2876,GM,Indianlad,2955,GM,Draw,62,"Jul 6, 2023",Y,-79,,,,1.0,0.0,1.0,Bullet
Infernal_XaM,2511,GM,Chopper1905,2589,GM,Black Win,40,"Sep 18, 2023",N,-78,69.6,81.1,-11.5,10.0,2.0,11.333333333333334,Rapid
Chopper1905,2579,GM,Infernal_XaM,2521,GM,White Win,48,"Sep 18, 2023",N,58,91.2,82.6,8.600000000000009,10.0,2.0,11.6,Rapid
Arseniy_Nesterov,2582,GM,Chopper1905,2541,GM,Black Win,27,"Sep 18, 2023",Y,41,84.0,97.2,-13.200000000000003,10.0,2.0,10.9,Rapid
Chopper1905,2522,GM,starworld123,2366,GM,White Win,24,"Sep 18, 2023",Y,156,,,,10.0,2.0,10.8,Rapid
Chopper1905,2524,GM,GalaxyRoman,2362,FM,White Win,51,"Sep 18, 2023",Y,162,94.0,86.2,7.799999999999997,10.0,2.0,11.7,Rapid
Swiss_Fighter,2860,IM,Chopper1905,2942,GM,Draw,41,"Sep 18, 2023",N,-82,86.1,83.6,2.5,3.0,0.0,3.0,Blitz
Chopper1905,2944,GM,Swiss_Fighter,2858,IM,White Win,69,"Sep 18, 2023",N,86,74.7,68.1,6.6000000000000085,3.0,0.0,3.0,Blitz
Chopper1905,2938,GM,LionTheLeon_06,2887,GM,Black Win,42,"Sep 17, 2023",N,51,74.3,83.6,-9.299999999999997,3.0,0.0,3.0,Blitz
LionTheLeon_06,2877,GM,Chopper1905,2948,GM,White Win,41,"Sep 17, 2023",N,-71,93.0,86.4,6.599999999999994,3.0,0.0,3.0,Blitz
Chopper1905,2958,GM,LionTheLeon_06,2867,GM,Black Win,53,"Sep 17, 2023",N,91,77.9,82.1,-4.199999999999989,3.0,0.0,3.0,Blitz
LionTheLeon_06,2857,GM,Chopper1905,2968,GM,Black Win,45,"Sep 17, 2023",N,-111,77.7,83.6,-5.8999999999999915,3.0,0.0,3.0,Blitz
Arash_Tahbaz,2799,IM,Chopper1905,2962,GM,Black Win,37,"Sep 17, 2023",N,-163,77.4,84.7,-7.299999999999997,3.0,0.0,3.0,Blitz
Chopper1905,2957,GM,Arash_Tahbaz,2804,IM,White Win,20,"Sep 17, 2023",N,153,94.8,80.2,14.599999999999994,3.0,0.0,3.0,Blitz
Arash_Tahbaz,2809,IM,Chopper1905,2952,GM,Black Win,50,"Sep 17, 2023",N,-143,,,,3.0,0.0,3.0,Blitz
legendisback1,2927,IM,Chopper1905,2934,GM,Black Win,83,"Sep 12, 2023",N,-7,91.2,92.3,-1.0999999999999943,3.0,0.0,3.0,Blitz
Chopper1905,2926,GM,legendisback1,2935,IM,White Win,61,"Sep 12, 2023",N,-9,90.3,82.8,7.5,3.0,0.0,3.0,Blitz
legendisback1,2944,IM,Chopper1905,2917,GM,White Win,36,"Sep 12, 2023",N,27,96.3,91.8,4.5,3.0,0.0,3.0,Blitz
Chopper1905,2925,GM,legendisback1,2936,IM,White Win,48,"Sep 12, 2023",N,-11,94.5,87.7,6.799999999999997,3.0,0.0,3.0,Blitz
legendisback1,2945,IM,Chopper1905,2916,GM,Black Win,26,"Sep 12, 2023",N,29,84.5,94.0,-9.5,3.0,0.0,3.0,Blitz
Chopper1905,2907,GM,legendisback1,2954,IM,Draw,85,"Sep 12, 2023",N,-47,,,,3.0,0.0,3.0,Blitz
legendisback1,2955,IM,Chopper1905,2906,GM,White Win,74,"Sep 12, 2023",N,49,,,,3.0,0.0,3.0,Blitz
Chopper1905,2913,GM,legendisback1,2948,IM,White Win,84,"Sep 12, 2023",N,-35,86.2,80.4,5.799999999999997,3.0,0.0,3.0,Blitz
legendisback1,2957,IM,Chopper1905,2904,GM,White Win,55,"Sep 12, 2023",N,53,,,,3.0,0.0,3.0,Blitz
Chopper1905,2911,GM,legendisback1,2950,IM,White Win,56,"Sep 12, 2023",N,-39,92.5,84.6,7.900000000000006,3.0,0.0,3.0,Blitz
legendisback1,2959,IM,Chopper1905,2902,GM,Black Win,66,"Sep 12, 2023",N,57,75.4,77.1,-1.6999999999999886,3.0,0.0,3.0,Blitz
Chopper1905,2892,GM,legendisback1,2969,IM,Black Win,49,"Sep 12, 2023",N,-77,83.6,87.6,-4.0,3.0,0.0,3.0,Blitz
legendisback1,2962,IM,Chopper1905,2899,GM,White Win,64,"Sep 12, 2023",N,63,,,,3.0,0.0,3.0,Blitz
Chopper1905,2906,GM,legendisback1,2955,IM,White Win,30,"Sep 12, 2023",N,-49,,,,3.0,0.0,3.0,Blitz
legendisback1,2965,IM,Chopper1905,2896,GM,White Win,46,"Sep 12, 2023",N,69,85.7,80.2,5.5,3.0,0.0,3.0,Blitz
Chopper1905,2903,GM,legendisback1,2958,IM,White Win,70,"Sep 12, 2023",N,-55,85.6,78.9,6.699999999999989,3.0,0.0,3.0,Blitz
legendisback1,2968,IM,Chopper1905,2893,GM,White Win,33,"Sep 12, 2023",N,75,,,,3.0,0.0,3.0,Blitz
Chopper1905,2900,GM,legendisback1,2961,IM,Black Win,74,"Sep 12, 2023",N,-61,,,,3.0,0.0,3.0,Blitz
legendisback1,2954,IM,Chopper1905,2907,GM,White Win,61,"Sep 12, 2023",N,47,,,,3.0,0.0,3.0,Blitz
Chopper1905,2914,GM,legendisback1,2947,IM,Black Win,31,"Sep 12, 2023",N,-33,,,,3.0,0.0,3.0,Blitz
legendisback1,2939,IM,Chopper1905,2922,GM,Black Win,57,"Sep 12, 2023",N,17,,,,3.0,0.0,3.0,Blitz
Chopper1905,2913,GM,legendisback1,2948,IM,Black Win,65,"Sep 12, 2023",N,-35,,,,3.0,0.0,3.0,Blitz
legendisback1,2940,IM,Chopper1905,2921,GM,Black Win,51,"Sep 12, 2023",N,19,84.0,91.9,-7.900000000000006,3.0,0.0,3.0,Blitz
Chopper1905,2912,GM,legendisback1,2949,IM,Black Win,36,"Sep 12, 2023",N,-37,75.9,80.7,-4.799999999999997,3.0,0.0,3.0,Blitz
legendisback1,2942,IM,Chopper1905,2919,GM,Black Win,67,"Sep 12, 2023",N,23,80.2,86.9,-6.700000000000003,3.0,0.0,3.0,Blitz
Chopper1905,2910,GM,legendisback1,2951,IM,White Win,45,"Sep 12, 2023",N,-41,84.8,79.1,5.700000000000003,3.0,0.0,3.0,Blitz
legendisback1,2960,IM,Chopper1905,2901,GM,Black Win,39,"Sep 12, 2023",N,59,85.4,88.5,-3.0999999999999943,3.0,0.0,3.0,Blitz
Chopper1905,2891,GM,legendisback1,2970,IM,Black Win,58,"Sep 12, 2023",N,-79,,,,3.0,0.0,3.0,Blitz
legendisback1,2963,IM,Chopper1905,2898,GM,Black Win,25,"Sep 12, 2023",N,65,,,,3.0,0.0,3.0,Blitz
Chopper1905,2888,GM,legendisback1,2973,IM,Black Win,17,"Sep 12, 2023",N,-85,72.3,86.0,-13.700000000000003,3.0,0.0,3.0,Blitz
legendisback1,2967,IM,Chopper1905,2894,GM,Black Win,68,"Sep 12, 2023",N,73,,,,3.0,0.0,3.0,Blitz
Chopper1905,2884,GM,legendisback1,2977,IM,Black Win,15,"Sep 12, 2023",N,-93,,,,3.0,0.0,3.0,Blitz
legendisback1,2971,IM,Chopper1905,2890,GM,White Win,36,"Sep 12, 2023",N,81,,,,3.0,0.0,3.0,Blitz
Chopper1905,2896,GM,Chessmissile07,2903,FM,Black Win,79,"Sep 9, 2023",N,-7,78.9,82.9,-4.0,3.0,0.0,3.0,Blitz
BogdanDeac,2964,GM,Chopper1905,2911,GM,White Win,21,"Sep 8, 2023",N,53,99.9,89.9,10.0,3.0,0.0,3.0,Blitz
skkeyan1309,2769,IM,Chopper1905,2918,GM,Black Win,55,"Sep 8, 2023",N,-149,76.1,83.7,-7.6000000000000085,3.0,0.0,3.0,Blitz
Chopper1905,2913,GM,skkeyan1309,2774,IM,White Win,22,"Sep 8, 2023",N,139,,,,3.0,0.0,3.0,Blitz
JeRoma71,2829,FM,Chopper1905,2908,GM,Black Win,21,"Sep 7, 2023",N,-79,88.1,94.9,-6.800000000000011,3.0,0.0,3.0,Blitz
Chopper1905,2902,GM,MightyGMpretender,2824,NM,White Win,84,"Sep 6, 2023",N,78,90.2,85.6,4.6000000000000085,3.0,0.0,3.0,Blitz
MightyGMpretender,2831,NM,Chopper1905,2895,GM,Black Win,15,"Sep 6, 2023",N,-64,82.0,94.4,-12.400000000000006,3.0,0.0,3.0,Blitz
Chopper1905,2888,GM,MightyGMpretender,2838,NM,White Win,29,"Sep 6, 2023",N,50,,,,3.0,0.0,3.0,Blitz
artooon,3052,GM,Chopper1905,2881,GM,White Win,81,"Sep 5, 2023",Y,171,87.0,84.3,2.700000000000003,3.0,1.0,4.35,Blitz
Chopper1905,2886,GM,DefiantChair,2647,FM,White Win,102,"Sep 5, 2023",Y,239,93.7,89.2,4.5,3.0,1.0,4.7,Blitz
wonderfultime,3007,GM,Chopper1905,2883,GM,White Win,71,"Sep 5, 2023",Y,124,96.5,89.2,7.299999999999997,3.0,1.0,4.183333333333334,Blitz
Chopper1905,2875,GM,Ramosha,2668,FM,White Win,30,"Sep 5, 2023",Y,207,93.7,84.2,9.5,3.0,1.0,3.5,Blitz
BlitzWizard04,2591,IM,Chopper1905,2871,GM,Black Win,50,"Sep 5, 2023",Y,-280,81.7,86.3,-4.599999999999994,3.0,1.0,3.8333333333333335,Blitz
Chopper1905,2868,GM,Sjakkerntobi,2478,NM,White Win,46,"Sep 5, 2023",Y,390,92.5,79.6,12.900000000000006,3.0,1.0,3.7666666666666666,Blitz
Lunaticx,2942,GM,Chopper1905,2875,GM,White Win,60,"Sep 2, 2023",N,67,80.7,73.8,6.900000000000006,3.0,0.0,3.0,Blitz
Chopper1905,2882,GM,OK97,2807,GM,White Win,33,"Aug 31, 2023",N,75,79.0,79.4,-0.4000000000000057,3.0,0.0,3.0,Blitz
OK97,2814,GM,Chopper1905,2875,GM,Black Win,40,"Aug 31, 2023",N,-61,86.4,88.8,-2.3999999999999915,3.0,0.0,3.0,Blitz
Chopper1905,2868,GM,Lunaticx,2923,GM,White Win,45,"Aug 31, 2023",N,-55,94.1,90.7,3.3999999999999915,3.0,0.0,3.0,Blitz
Chopper1905,2858,GM,gmjoey1,2745,GM,Draw,22,"Aug 31, 2023",N,113,94.5,95.2,-0.7000000000000028,3.0,0.0,3.0,Blitz
