Username (White),Rating (White),Title (White),Username (Black),Rating (Black),Title (Black),Result,Moves Count,Date,Tournament Game,Rating Difference,Accuracy (White),Accuracy (Black),Accuracy Difference,Time,Interval,Total Time,Game Type
Polish_fighter3000,3021,GM,Y0ung_Capablanca,2854,GM,White Win,43,"Jul 14, 2023",N,167,73.2,68.0,5.200000000000003,3.0,0.0,3.0,Blitz
mbojan,2904,IM,Polish_fighter3000,3016,GM,White Win,47,"Jul 14, 2023",N,-112,71.2,71.3,-0.09999999999999432,3.0,0.0,3.0,Blitz
Polish_fighter3000,3027,GM,mbojan,2893,IM,White Win,30,"Jul 14, 2023",N,134,88.8,80.9,7.8999999999999915,3.0,0.0,3.0,Blitz
mbojan,2898,IM,Polish_fighter3000,3022,GM,White Win,39,"Jul 14, 2023",N,-124,91.4,86.6,4.800000000000011,3.0,0.0,3.0,Blitz
Polish_fighter3000,3033,GM,mbojan,2887,IM,White Win,16,"Jul 14, 2023",N,146,97.6,84.8,12.799999999999997,3.0,0.0,3.0,Blitz
mbojan,2892,IM,Polish_fighter3000,3028,GM,White Win,26,"Jul 14, 2023",N,-136,65.4,54.1,11.300000000000004,3.0,0.0,3.0,Blitz
Polish_fighter3000,3039,GM,mbojan,2881,IM,White Win,37,"Jul 14, 2023",N,158,95.1,83.9,11.199999999999989,3.0,0.0,3.0,Blitz
Polish_fighter3000,3034,GM,igorkovalenko,2928,GM,White Win,16,"Jul 14, 2023",N,106,97.5,96.3,1.2000000000000028,3.0,0.0,3.0,Blitz
igorkovalenko,2934,GM,Polish_fighter3000,3028,GM,White Win,57,"Jul 14, 2023",N,-94,88.7,82.3,6.400000000000006,3.0,0.0,3.0,Blitz
Polish_fighter3000,3039,GM,igorkovalenko,2923,GM,White Win,49,"Jul 14, 2023",N,116,78.1,82.3,-4.200000000000003,3.0,0.0,3.0,Blitz
igorkovalenko,2929,GM,Polish_fighter3000,3033,GM,Black Win,31,"Jul 14, 2023",N,-104,78.0,80.8,-2.799999999999997,3.0,0.0,3.0,Blitz
Polish_fighter3000,3027,GM,igorkovalenko,2935,GM,Draw,44,"Jul 14, 2023",N,92,95.2,96.3,-1.0999999999999943,3.0,0.0,3.0,Blitz
igorkovalenko,2933,GM,Polish_fighter3000,3029,GM,Draw,41,"Jul 14, 2023",N,-96,96.8,97.1,-0.29999999999999716,3.0,0.0,3.0,Blitz
Polish_fighter3000,3031,GM,igorkovalenko,2931,GM,Draw,27,"Jul 14, 2023",N,100,97.6,97.3,0.29999999999999716,3.0,0.0,3.0,Blitz
igorkovalenko,2929,GM,Polish_fighter3000,3033,GM,Black Win,50,"Jul 14, 2023",N,-104,87.7,84.0,3.700000000000003,3.0,0.0,3.0,Blitz
Polish_fighter3000,3027,GM,Sina_Movahed,2956,FM,White Win,27,"Jul 14, 2023",N,71,96.0,85.8,10.200000000000003,3.0,0.0,3.0,Blitz
Sina_Movahed,2963,FM,Polish_fighter3000,3020,GM,Black Win,40,"Jul 14, 2023",N,-57,75.5,82.6,-7.099999999999994,3.0,0.0,3.0,Blitz
Polish_fighter3000,3013,GM,Sina_Movahed,2970,FM,White Win,38,"Jul 14, 2023",N,43,,,,3.0,0.0,3.0,Blitz
Sina_Movahed,2977,FM,Polish_fighter3000,3006,GM,White Win,30,"Jul 14, 2023",N,-29,93.2,79.6,13.600000000000009,3.0,0.0,3.0,Blitz
Polish_fighter3000,3015,GM,Sina_Movahed,2968,FM,Black Win,54,"Jul 14, 2023",N,47,77.1,74.9,2.1999999999999886,3.0,0.0,3.0,Blitz
VincentKeymer,2965,GM,Polish_fighter3000,3025,GM,White Win,33,"Jul 13, 2023",N,-60,83.9,83.5,0.4000000000000057,3.0,0.0,3.0,Blitz
Polish_fighter3000,3035,GM,VincentKeymer,2955,GM,White Win,24,"Jul 13, 2023",N,80,85.3,77.4,7.8999999999999915,3.0,0.0,3.0,Blitz
VincentKeymer,2962,GM,Polish_fighter3000,3028,GM,Black Win,39,"Jul 13, 2023",N,-66,75.2,80.2,-5.0,3.0,0.0,3.0,Blitz
Polish_fighter3000,3021,GM,VincentKeymer,2969,GM,White Win,29,"Jul 13, 2023",N,52,84.7,77.6,7.1000000000000085,3.0,0.0,3.0,Blitz
VincentKeymer,2976,GM,Polish_fighter3000,3014,GM,White Win,29,"Jul 13, 2023",N,-38,94.0,79.9,14.099999999999994,3.0,0.0,3.0,Blitz
Polish_fighter3000,3023,GM,VincentKeymer,2967,GM,White Win,42,"Jul 13, 2023",N,56,94.9,89.9,5.0,3.0,0.0,3.0,Blitz
VincentKeymer,2974,GM,Polish_fighter3000,3016,GM,Black Win,35,"Jul 13, 2023",N,-42,87.4,93.9,-6.5,3.0,0.0,3.0,Blitz
Polish_fighter3000,3009,GM,VincentKeymer,2981,GM,Black Win,49,"Jul 13, 2023",N,28,89.5,95.6,-6.099999999999994,3.0,0.0,3.0,Blitz
VincentKeymer,2972,GM,Polish_fighter3000,3018,GM,White Win,45,"Jul 13, 2023",N,-46,79.2,74.3,4.900000000000006,3.0,0.0,3.0,Blitz
Parhamov,2984,GM,Polish_fighter3000,3027,GM,White Win,58,"Jul 11, 2023",Y,-43,83.8,76.8,7.0,3.0,1.0,3.966666666666667,Blitz
Polish_fighter3000,3036,GM,Antipov_Mikhail_Al,2907,GM,White Win,32,"Jul 11, 2023",Y,129,97.2,88.5,8.700000000000003,3.0,1.0,3.533333333333333,Blitz
Polish_fighter3000,3031,GM,Rodalquilar,2777,GM,White Win,34,"Jul 11, 2023",Y,254,77.3,67.1,10.200000000000003,3.0,1.0,3.5666666666666664,Blitz
TanitoluwaAps116,2651,FM,Polish_fighter3000,3028,GM,Black Win,63,"Jul 11, 2023",Y,-377,76.9,84.9,-8.0,3.0,1.0,4.05,Blitz
Polish_fighter3000,3026,GM,Langua_Chess,2542,FM,White Win,46,"Jul 11, 2023",Y,484,94.1,87.3,6.799999999999997,3.0,1.0,3.7666666666666666,Blitz
Lennis93,2656,IM,Polish_fighter3000,3025,GM,White Win,13,"Jul 11, 2023",Y,-369,93.4,95.2,-1.7999999999999972,3.0,1.0,3.216666666666667,Blitz
Polish_fighter3000,3040,GM,Vsevolod_Ovchinnikov,2645,FM,Draw,61,"Jul 11, 2023",Y,395,96.5,96.8,-0.29999999999999716,3.0,1.0,4.016666666666667,Blitz
Cayse,2834,GM,Polish_fighter3000,3047,GM,White Win,39,"Jul 11, 2023",Y,-213,89.5,78.6,10.900000000000006,3.0,1.0,3.65,Blitz
AradNazari,2719,IM,Polish_fighter3000,3060,GM,Black Win,36,"Jul 11, 2023",Y,-341,82.7,92.2,-9.5,3.0,1.0,3.6,Blitz
Polish_fighter3000,3058,GM,NLLO777,2587,FM,White Win,48,"Jul 11, 2023",Y,471,92.4,83.5,8.900000000000006,3.0,1.0,3.8,Blitz
whitemirrorninja,2510,FM,Polish_fighter3000,3057,GM,Black Win,36,"Jul 11, 2023",Y,-547,83.5,90.7,-7.200000000000003,3.0,1.0,3.6,Blitz
dropstoneDP,3120,GM,Polish_fighter3000,3056,GM,Draw,70,"Jun 13, 2023",Y,64,90.1,90.8,-0.7000000000000028,3.0,1.0,4.166666666666667,Blitz
Polish_fighter3000,3055,GM,GOGIEFF,3031,GM,White Win,51,"Jun 13, 2023",Y,24,76.5,77.0,-0.5,3.0,1.0,3.85,Blitz
mishanick,3049,GM,Polish_fighter3000,3047,GM,Black Win,68,"Jun 13, 2023",Y,2,88.1,92.5,-4.400000000000006,3.0,1.0,4.133333333333333,Blitz
Polish_fighter3000,3039,GM,vladislavkovalev,2956,GM,White Win,44,"Jun 13, 2023",Y,83,94.3,89.2,5.099999999999994,3.0,1.0,3.7333333333333334,Blitz
Jumbo,2866,GM,Polish_fighter3000,3033,GM,Black Win,33,"Jun 13, 2023",Y,-167,87.4,91.5,-4.099999999999994,3.0,1.0,3.55,Blitz
Polish_fighter3000,3028,GM,eljanov,2993,GM,Black Win,73,"Jun 13, 2023",Y,35,76.1,80.0,-3.9000000000000057,3.0,1.0,4.216666666666667,Blitz
dretch,2890,GM,Polish_fighter3000,3037,GM,Black Win,49,"Jun 13, 2023",Y,-147,83.8,86.6,-2.799999999999997,3.0,1.0,3.8166666666666664,Blitz
Polish_fighter3000,3032,GM,hansen,2870,GM,White Win,45,"Jun 13, 2023",Y,162,87.8,85.3,2.5,3.0,1.0,3.75,Blitz
Polish_fighter3000,3027,GM,Miguelito,2759,GM,White Win,36,"Jun 13, 2023",Y,268,96.9,81.2,15.700000000000003,3.0,1.0,3.6,Blitz
GAZZAN_3000,2625,NM,Polish_fighter3000,3024,GM,Black Win,62,"Jun 13, 2023",Y,-399,77.6,81.6,-4.0,3.0,1.0,4.033333333333333,Blitz
Polish_fighter3000,3022,GM,Gentlejimmy7,2511,FM,White Win,47,"Jun 13, 2023",Y,511,80.5,69.2,11.299999999999997,3.0,1.0,3.783333333333333,Blitz
Polish_fighter3000,3021,GM,MITerryble,2933,IM,Black Win,57,"Jun 13, 2023",Y,88,81.8,85.5,-3.700000000000003,3.0,1.0,3.95,Blitz
Fandorine,2844,GM,Polish_fighter3000,3031,GM,Black Win,21,"Jun 13, 2023",Y,-187,75.9,86.7,-10.799999999999997,3.0,1.0,3.35,Blitz
Polish_fighter3000,3027,GM,Sattarov_Bobur,2781,IM,White Win,29,"Jun 13, 2023",Y,246,85.5,73.2,12.299999999999997,3.0,1.0,3.4833333333333334,Blitz
GM_dmitrij,3074,GM,TheSilmarils,2901,GM,White Win,65,"Sep 19, 2023",N,173,83.1,79.6,3.5,3.0,0.0,3.0,Blitz
TheSilmarils,2906,GM,GM_dmitrij,3069,GM,Black Win,42,"Sep 19, 2023",N,-163,,,,3.0,0.0,3.0,Blitz
GM_dmitrij,3064,GM,TheSilmarils,2911,GM,White Win,54,"Sep 19, 2023",N,153,,,,3.0,0.0,3.0,Blitz
TheSilmarils,2916,GM,GM_dmitrij,3059,GM,Draw,63,"Sep 19, 2023",N,-143,88.5,88.6,-0.09999999999999432,3.0,0.0,3.0,Blitz
GM_dmitrij,3062,GM,TheSilmarils,2913,GM,White Win,71,"Sep 19, 2023",N,149,85.8,82.4,3.3999999999999915,3.0,0.0,3.0,Blitz
TheSilmarils,2918,GM,GM_dmitrij,3057,GM,White Win,50,"Sep 19, 2023",N,-139,,,,3.0,0.0,3.0,Blitz
GM_dmitrij,3068,GM,TheSilmarils,2907,GM,White Win,40,"Sep 19, 2023",N,161,,,,3.0,0.0,3.0,Blitz
TheSilmarils,2912,GM,GM_dmitrij,3063,GM,Black Win,31,"Sep 19, 2023",N,-151,,,,3.0,0.0,3.0,Blitz
GM_dmitrij,3058,GM,TheSilmarils,2917,GM,Black Win,26,"Sep 19, 2023",N,141,87.2,95.1,-7.8999999999999915,3.0,0.0,3.0,Blitz
TheSilmarils,2906,GM,GM_dmitrij,3069,GM,Draw,46,"Sep 19, 2023",N,-163,,,,3.0,0.0,3.0,Blitz
Rud_Makarian,2953,IM,GM_dmitrij,3073,GM,White Win,67,"Sep 18, 2023",N,-120,86.4,84.6,1.8000000000000114,3.0,0.0,3.0,Blitz
GM_dmitrij,3084,GM,Rud_Makarian,2942,IM,White Win,27,"Sep 18, 2023",N,142,95.0,86.2,8.799999999999997,3.0,0.0,3.0,Blitz
GM_dmitrij,3079,GM,Najdorf-Dragon,2894,IM,White Win,26,"Sep 18, 2023",N,185,,,,3.0,0.0,3.0,Blitz
Najdorf-Dragon,2898,IM,GM_dmitrij,3075,GM,Black Win,58,"Sep 18, 2023",N,-177,82.3,89.6,-7.299999999999997,3.0,0.0,3.0,Blitz
GM_dmitrij,3071,GM,siciliannaga,2776,FM,White Win,45,"Sep 18, 2023",N,295,89.2,79.6,9.600000000000009,3.0,0.0,3.0,Blitz
siciliannaga,2779,FM,GM_dmitrij,3068,GM,Black Win,37,"Sep 18, 2023",N,-289,79.6,80.8,-1.2000000000000028,3.0,0.0,3.0,Blitz
GM_dmitrij,3065,GM,ChessWarrior7197,3073,GM,Black Win,36,"Sep 18, 2023",N,-8,82.7,86.7,-4.0,3.0,0.0,3.0,Blitz
ChessWarrior7197,3065,GM,GM_dmitrij,3073,GM,White Win,41,"Sep 18, 2023",N,-8,86.8,78.2,8.599999999999994,3.0,0.0,3.0,Blitz
GM_dmitrij,3082,GM,Ringouz,2701,NM,White Win,45,"Sep 16, 2023",N,381,87.3,78.5,8.799999999999997,3.0,0.0,3.0,Blitz
Ringouz,2703,NM,GM_dmitrij,3080,GM,Black Win,42,"Sep 16, 2023",N,-377,,,,3.0,0.0,3.0,Blitz
GM_dmitrij,3078,GM,gmcorrales,2876,GM,White Win,33,"Sep 16, 2023",N,202,87.8,79.3,8.5,3.0,0.0,3.0,Blitz
gmcorrales,2880,GM,GM_dmitrij,3074,GM,Black Win,38,"Sep 16, 2023",N,-194,87.0,96.3,-9.299999999999997,3.0,0.0,3.0,Blitz
GM_dmitrij,3000,GM,frederiksvane,2989,GM,Black Win,12,"Sep 10, 2023",N,11,94.1,90.0,4.099999999999994,1.0,1.0,1.2,Bullet
frederiksvane,2989,GM,GM_dmitrij,3000,GM,White Win,29,"Sep 10, 2023",N,-11,87.2,85.3,1.9000000000000057,1.0,1.0,1.4833333333333334,Bullet
GM_dmitrij,3000,GM,frederiksvane,2989,GM,White Win,120,"Sep 10, 2023",N,11,89.0,87.5,1.5,1.0,1.0,3.0,Bullet
frederiksvane,2989,GM,GM_dmitrij,3000,GM,White Win,20,"Sep 10, 2023",N,-11,89.5,72.8,16.700000000000003,1.0,1.0,1.3333333333333333,Bullet
GM_dmitrij,3000,GM,frederiksvane,2989,GM,White Win,32,"Sep 10, 2023",N,11,91.9,78.0,13.900000000000006,1.0,1.0,1.5333333333333332,Bullet
frederiksvane,2989,GM,GM_dmitrij,3000,GM,White Win,29,"Sep 10, 2023",N,-11,,,,1.0,1.0,1.4833333333333334,Bullet
GM_dmitrij,3000,GM,frederiksvane,2989,GM,Black Win,13,"Sep 10, 2023",N,11,,,,1.0,1.0,1.2166666666666668,Bullet
frederiksvane,2989,GM,GM_dmitrij,3000,GM,White Win,12,"Sep 10, 2023",N,-11,,,,1.0,1.0,1.2,Bullet
GM_dmitrij,3070,GM,eljanov,2891,GM,White Win,45,"Sep 9, 2023",N,179,91.1,86.9,4.199999999999989,3.0,0.0,3.0,Blitz
eljanov,2895,GM,GM_dmitrij,3066,GM,Black Win,58,"Sep 9, 2023",N,-171,85.1,91.7,-6.6000000000000085,3.0,0.0,3.0,Blitz
GM_dmitrij,3061,GM,eljanov,2900,GM,Black Win,42,"Sep 9, 2023",N,161,84.1,95.1,-11.0,3.0,0.0,3.0,Blitz
eljanov,2888,GM,GM_dmitrij,3073,GM,Black Win,31,"Sep 9, 2023",N,-185,87.4,92.9,-5.5,3.0,0.0,3.0,Blitz
GM_dmitrij,3069,GM,eljanov,2892,GM,Draw,63,"Sep 9, 2023",N,177,84.5,84.1,0.4000000000000057,3.0,0.0,3.0,Blitz
eljanov,2888,GM,GM_dmitrij,3073,GM,Black Win,58,"Sep 9, 2023",N,-185,83.4,86.5,-3.0999999999999943,3.0,0.0,3.0,Blitz
GM_dmitrij,3069,GM,eljanov,2892,GM,White Win,57,"Sep 9, 2023",N,177,,,,3.0,0.0,3.0,Blitz
jacky72,2875,IM,GM_dmitrij,3065,GM,Black Win,78,"Sep 9, 2023",N,-190,75.8,79.6,-3.799999999999997,3.0,0.0,3.0,Blitz
GM_dmitrij,3061,GM,jacky72,2879,IM,White Win,36,"Sep 9, 2023",N,182,89.1,78.1,11.0,3.0,0.0,3.0,Blitz
jacky72,2883,IM,GM_dmitrij,3057,GM,Black Win,34,"Sep 9, 2023",N,-174,80.2,91.7,-11.5,3.0,0.0,3.0,Blitz
GM_dmitrij,3053,GM,jacky72,2887,IM,White Win,27,"Sep 9, 2023",N,166,94.4,79.0,15.400000000000006,3.0,0.0,3.0,Blitz
Indianlad,2985,GM,GM_dmitrij,3008,GM,White Win,58,"Sep 9, 2023",Y,-23,71.9,75.5,-3.5999999999999943,1.0,0.0,1.0,Bullet
ToivoK3,3005,FM,GM_dmitrij,3017,GM,White Win,39,"Sep 9, 2023",Y,-12,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3026,GM,aranibos,2001,FM,White Win,31,"Sep 9, 2023",Y,1025,,,,1.0,0.0,1.0,Bullet
Rutricks,2797,IM,GM_dmitrij,3026,GM,Black Win,26,"Sep 9, 2023",Y,-229,,,,1.0,0.0,1.0,Bullet
Oleksandr_Bortnyk,3131,GM,GM_dmitrij,3022,GM,White Win,60,"Sep 9, 2023",Y,109,88.7,91.0,-2.299999999999997,1.0,0.0,1.0,Bullet
kingofthenil,2794,IM,GM_dmitrij,3028,GM,Black Win,33,"Sep 9, 2023",Y,-234,75.0,69.5,5.5,1.0,0.0,1.0,Bullet
GM_dmitrij,3025,GM,Rutricks,2801,IM,Black Win,31,"Sep 9, 2023",Y,224,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3038,GM,frederiksvane,3015,GM,Black Win,45,"Sep 9, 2023",Y,23,,,,1.0,0.0,1.0,Bullet
Abund,2864,NM,GM_dmitrij,3047,GM,White Win,21,"Sep 9, 2023",Y,-183,,,,1.0,0.0,1.0,Bullet
aranibos,1991,FM,GM_dmitrij,3059,GM,Black Win,17,"Sep 9, 2023",Y,-1068,,,,1.0,0.0,1.0,Bullet
amintabatabaei,3073,GM,GM_dmitrij,3059,GM,White Win,65,"Sep 9, 2023",Y,14,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3067,GM,MITerryble,3050,IM,Draw,79,"Sep 9, 2023",Y,17,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3067,GM,Indianlad,2987,GM,White Win,23,"Sep 9, 2023",Y,80,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3060,GM,rezamahdavi2008,2917,FM,White Win,29,"Sep 9, 2023",Y,143,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3055,GM,rasmussvane,2993,GM,Black Win,56,"Sep 9, 2023",Y,62,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3065,GM,KorolDimitriy75,2367,NM,White Win,27,"Sep 9, 2023",Y,698,92.2,79.8,12.400000000000006,1.0,0.0,1.0,Bullet
frederiksvane,2992,GM,GM_dmitrij,3065,GM,Black Win,27,"Sep 9, 2023",Y,-73,80.9,86.9,-6.0,1.0,0.0,1.0,Bullet
GM_dmitrij,3058,GM,Verony64,2175,FM,White Win,32,"Sep 9, 2023",Y,883,81.6,63.9,17.699999999999996,1.0,0.0,1.0,Bullet
GM_dmitrij,3058,GM,ToivoK3,2980,FM,White Win,67,"Sep 9, 2023",Y,78,,,,1.0,0.0,1.0,Bullet
whyme85,2381,FM,GM_dmitrij,3051,GM,Black Win,21,"Sep 9, 2023",Y,-670,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3051,GM,s_stefi,2007,NM,White Win,33,"Sep 9, 2023",Y,1044,,,,1.0,0.0,1.0,Bullet
Rutricks,2804,IM,GM_dmitrij,3051,GM,Black Win,16,"Sep 9, 2023",Y,-247,,,,1.0,0.0,1.0,Bullet
12teen,2920,NM,GM_dmitrij,3048,GM,White Win,38,"Sep 9, 2023",Y,-128,,,,1.0,0.0,1.0,Bullet
nihalsarin,3225,GM,GM_dmitrij,3059,GM,Draw,102,"Sep 9, 2023",Y,166,,,,1.0,0.0,1.0,Bullet
Verony64,2166,FM,GM_dmitrij,3055,GM,Black Win,42,"Sep 9, 2023",Y,-889,78.8,81.2,-2.4000000000000057,1.0,0.0,1.0,Bullet
GM_dmitrij,3055,GM,Rutricks,2807,IM,White Win,25,"Sep 9, 2023",Y,248,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3052,GM,12teen,2913,NM,Black Win,26,"Sep 9, 2023",Y,139,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3064,GM,yavrukurt40,2910,FM,White Win,11,"Sep 9, 2023",Y,154,98.8,69.1,29.700000000000003,1.0,0.0,1.0,Bullet
GM_dmitrij,3059,GM,HansOnTwitch,3080,GM,Black Win,63,"Sep 9, 2023",Y,-21,,,,1.0,0.0,1.0,Bullet
12teen,2904,NM,GM_dmitrij,3068,GM,Black Win,17,"Sep 9, 2023",Y,-164,,,,1.0,0.0,1.0,Bullet
tteshan,2533,FM,GM_dmitrij,3063,GM,Black Win,68,"Sep 9, 2023",Y,-530,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3062,GM,starworld123,2886,GM,White Win,92,"Sep 9, 2023",Y,176,,,,1.0,0.0,1.0,Bullet
Njal28,3003,GM,GM_dmitrij,3057,GM,Black Win,38,"Sep 9, 2023",Y,-54,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3048,GM,annacramling,2145,NM,White Win,39,"Sep 9, 2023",Y,903,86.4,79.3,7.1000000000000085,1.0,0.0,1.0,Bullet
Gyulamiryan-koryun,2283,NM,GM_dmitrij,3048,GM,Black Win,20,"Sep 9, 2023",Y,-765,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3048,GM,CuteSheepCloud,2784,NM,White Win,20,"Sep 9, 2023",Y,264,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3044,GM,Chessmissile07,2776,FM,Draw,74,"Sep 9, 2023",Y,268,,,,1.0,0.0,1.0,Bullet
Indianlad,2982,GM,GM_dmitrij,3051,GM,White Win,35,"Sep 9, 2023",Y,-69,,,,1.0,0.0,1.0,Bullet
ThePeacefulPanda,2399,NM,GM_dmitrij,3064,GM,Black Win,39,"Sep 9, 2023",Y,-665,81.9,93.4,-11.5,1.0,0.0,1.0,Bullet
MITerryble,3060,IM,GM_dmitrij,3064,GM,Black Win,29,"Sep 9, 2023",Y,-4,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3053,GM,TigrVShlyape,2650,GM,White Win,31,"Sep 9, 2023",Y,403,,,,1.0,0.0,1.0,Bullet
CuteSheepCloud,2809,NM,GM_dmitrij,3051,GM,Black Win,34,"Sep 9, 2023",Y,-242,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3046,GM,le-koala-fou,2349,NM,White Win,60,"Sep 9, 2023",Y,697,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3046,GM,GMForgacs,2404,FM,White Win,31,"Sep 9, 2023",Y,642,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3045,GM,Dontmesswithme_2,2301,NM,White Win,36,"Sep 9, 2023",Y,744,,,,1.0,0.0,1.0,Bullet
matagordo,2252,IM,GM_dmitrij,3045,GM,Black Win,48,"Sep 9, 2023",Y,-793,,,,1.0,0.0,1.0,Bullet
GMForgacs,2399,FM,GM_dmitrij,3045,GM,Black Win,22,"Sep 9, 2023",Y,-646,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3044,GM,Chesscoach_Golichenko,2634,IM,White Win,85,"Sep 9, 2023",Y,410,,,,1.0,0.0,1.0,Bullet
GM_dmitrij,3042,GM,ogpin,2275,NM,White Win,28,"Sep 9, 2023",Y,767,,,,1.0,0.0,1.0,Bullet
Sacbutt,2311,NM,GM_dmitrij,3042,GM,Black Win,41,"Sep 9, 2023",Y,-731,,,,1.0,0.0,1.0,Bullet
Chessmissile07,2905,FM,GM_dmitrij,3048,GM,Black Win,41,"Sep 8, 2023",N,-143,68.6,80.0,-11.400000000000006,3.0,0.0,3.0,Blitz
GM_dmitrij,3043,GM,ManuDavid2910,2820,FM,White Win,52,"Sep 8, 2023",N,223,72.9,64.9,8.0,3.0,0.0,3.0,Blitz
ManuDavid2910,2824,FM,GM_dmitrij,3039,GM,Black Win,42,"Sep 8, 2023",N,-215,,,,3.0,0.0,3.0,Blitz
GM_dmitrij,3035,GM,ckgchess,2862,GM,Black Win,75,"Sep 7, 2023",N,173,79.0,79.6,-0.5999999999999943,3.0,0.0,3.0,Blitz
ckgchess,2850,GM,GM_dmitrij,3047,GM,Black Win,46,"Sep 7, 2023",N,-197,74.7,82.9,-8.200000000000003,3.0,0.0,3.0,Blitz
GM_dmitrij,3043,GM,ckgchess,2854,GM,White Win,52,"Sep 7, 2023",N,189,82.9,79.0,3.9000000000000057,3.0,0.0,3.0,Blitz
ckgchess,2858,GM,GM_dmitrij,3039,GM,White Win,20,"Sep 7, 2023",N,-181,95.1,83.1,12.0,3.0,0.0,3.0,Blitz
GM_dmitrij,3051,GM,ckgchess,2846,GM,White Win,27,"Sep 7, 2023",N,205,89.1,79.3,9.799999999999997,3.0,0.0,3.0,Blitz
GM_dmitrij,3063,GM,Bigfish1995,3077,GM,White Win,36,"Sep 5, 2023",Y,-14,87.8,82.5,5.299999999999997,3.0,1.0,3.6,Blitz
FabianoCaruana,3081,GM,GM_dmitrij,3054,GM,Black Win,56,"Sep 5, 2023",Y,27,76.9,84.0,-7.099999999999994,3.0,1.0,3.9333333333333336,Blitz
GM_dmitrij,3045,GM,sergoy,2914,GM,White Win,65,"Sep 5, 2023",Y,131,83.9,77.6,6.300000000000011,3.0,1.0,4.083333333333333,Blitz
TigrVShlyape,2882,GM,GM_dmitrij,3040,GM,Black Win,38,"Sep 5, 2023",Y,-158,80.3,80.4,-0.10000000000000853,3.0,1.0,3.6333333333333333,Blitz
Firouzja2003,3128,GM,GM_dmitrij,3035,GM,White Win,48,"Sep 5, 2023",Y,93,94.4,86.1,8.300000000000011,3.0,1.0,3.8,Blitz
GM_dmitrij,3041,GM,Hikaru,3249,GM,Draw,93,"Sep 5, 2023",Y,-208,92.2,92.2,0.0,3.0,1.0,4.55,Blitz
grzechu96,2663,GM,GM_dmitrij,3037,GM,Black Win,27,"Sep 5, 2023",Y,-374,79.1,87.5,-8.400000000000006,3.0,1.0,3.45,Blitz
GM_dmitrij,3035,GM,GrigorGrigorov,2869,GM,White Win,42,"Sep 5, 2023",Y,166,93.9,87.2,6.700000000000003,3.0,1.0,3.7,Blitz
GM_dmitrij,3030,GM,sofaceindisguise,2731,FM,White Win,57,"Sep 5, 2023",Y,299,96.5,93.7,2.799999999999997,3.0,1.0,3.95,Blitz
Mikhail_Golubev,2596,GM,GM_dmitrij,3028,GM,Black Win,36,"Sep 5, 2023",Y,-432,84.1,89.7,-5.6000000000000085,3.0,1.0,3.6,Blitz
GM_dmitrij,3027,GM,2346PL,2492,NM,White Win,41,"Sep 5, 2023",Y,535,87.2,81.3,5.900000000000006,3.0,1.0,3.6833333333333336,Blitz
GP9isback23,2661,FM,GM_dmitrij,3026,GM,Black Win,32,"Sep 5, 2023",N,-365,87.4,94.0,-6.599999999999994,3.0,0.0,3.0,Blitz
GM_dmitrij,3024,GM,GP9isback23,2663,FM,White Win,46,"Sep 5, 2023",N,361,87.9,82.2,5.700000000000003,3.0,0.0,3.0,Blitz
JeRoma71,2826,FM,GM_dmitrij,3022,GM,Draw,14,"Sep 5, 2023",N,-196,90.1,76.5,13.599999999999994,3.0,0.0,3.0,Blitz
GM_dmitrij,3026,GM,JeRoma71,2822,FM,White Win,56,"Sep 5, 2023",N,204,85.6,79.8,5.799999999999997,3.0,0.0,3.0,Blitz
Ramosha,2672,FM,GM_dmitrij,3022,GM,White Win,63,"Sep 5, 2023",Y,-350,93.6,89.4,4.199999999999989,3.0,1.0,4.05,Blitz
GM_dmitrij,3036,GM,CarlosjPineror,2529,IM,White Win,49,"Sep 5, 2023",Y,507,,,,3.0,1.0,3.8166666666666664,Blitz
GM_dmitrij,3035,GM,Chessmissile07,2886,FM,White Win,43,"Sep 5, 2023",N,149,95.3,91.1,4.200000000000003,3.0,0.0,3.0,Blitz
Mikasinski,2739,FM,GM_dmitrij,3026,GM,White Win,23,"Sep 5, 2023",N,-287,,,,3.0,0.0,3.0,Blitz
GM_dmitrij,3040,GM,Mikasinski,2725,FM,White Win,62,"Sep 5, 2023",N,315,,,,3.0,0.0,3.0,Blitz
